conc1_unit,u1,u2,u3,u4,n,u1cl,u2cl,u3cl,u4cl,u1num,u2num,u3num,u4num,nas,conc1_info,u1type,u2type,u3type,u4type,conc1_unit_clean,type,convert,multiplier,unit_conv
ug/L,ug,l,,,251751,ug,l,,,,,,,2,,mass,volume,,,ug/l,mass/volume,TRUE,1,ug/l
mg/L,mg,l,,,111140,mg,l,,,,,,,2,,mass,volume,,,mg/l,mass/volume,TRUE,1000,ug/l
ppm,ppm,,,,80745,ppm,,,,,,,,3,,fraction,,,,ppm,fraction,TRUE,1,ppm
AI kg/ha,kg,ha,,,36878,kg,ha,,,,,,,2,,mass,area,,,kg/ha,mass/area,TRUE,0.1,g/m2
kg/ha,kg,ha,,,28603,kg,ha,,,,,,,2,,mass,area,,,kg/ha,mass/area,TRUE,0.1,g/m2
mg/kg,mg,kg,,,27487,mg,kg,,,,,,,2,,mass,mass,,,mg/kg,mass/mass,TRUE,1e-06,g/g
AI lb/acre,lb,acre,,,26365,lb,acre,,,,,,,2,,mass,area,,,lb/acre,mass/area,TRUE,0.112084667279431,g/m2
uM,umol,l,,,24769,umol,l,,,,,,,2,,mol,volume,,,umol/l,mol/volume,TRUE,1e-06,mol/l
%,%,,,,20701,%,,,,,,,,3,,percentage,,,,%,percentage,FALSE,,
mg/kg bdwt,mg,kg,,,16074,mg,kg,,,,,,,2,bdwt,mass,mass,,,mg/kg,mass/mass,TRUE,1e-06,g/g
AI g/ha,g,ha,,,15374,g,ha,,,,,,,2,,mass,area,,,g/ha,mass/area,TRUE,1e-04,g/m2
ppb,ppb,,,,14050,ppb,,,,,,,,3,,fraction,,,,ppb,fraction,TRUE,0.001,ppm
AI mg/L,mg,l,,,11037,mg,l,,,,,,,2,,mass,volume,,,mg/l,mass/volume,TRUE,1000,ug/l
mg/kg bdwt/d,mg,kg ,d,,10827,mg,kg,d,,,,,,1,bdwt,mass,mass,time,,mg/kg/d,mass/mass/time,FALSE,,
ng/L,ng,l,,,10588,ng,l,,,,,,,2,,mass,volume,,,ng/l,mass/volume,TRUE,0.001,ug/l
mM,mmol,l,,,10381,mmol,l,,,,,,,2,,mol,volume,,,mmol/l,mol/volume,TRUE,0.001,mol/l
AI ug/L,ug,l,,,9516,ug,l,,,,,,,2,,mass,volume,,,ug/l,mass/volume,TRUE,1,ug/l
M,mol,l,,,9222,mol,l,,,,,,,2,,mol,volume,,,mol/l,mol/volume,TRUE,1,mol/l
lb/acre,lb,acre,,,9129,lb,acre,,,,,,,2,,mass,area,,,lb/acre,mass/area,TRUE,0.112084667279431,g/m2
mg/kg/d,mg,kg,d,,8982,mg,kg,d,,,,,,1,,mass,mass,time,,mg/kg/d,mass/mass/time,FALSE,,
ug/ml,ug,ml,,,7767,ug,ml,,,,,,,2,,mass,volume,,,ug/ml,mass/volume,TRUE,1000,ug/l
mg/kg soil,mg,kg,,,5928,mg,kg,,,,,,,2,soil,mass,mass,,,mg/kg,mass/mass,TRUE,1e-06,g/g
ug/g,ug,g,,,4874,ug,g,,,,,,,2,,mass,mass,,,ug/g,mass/mass,TRUE,1e-06,g/g
nM,nmol,l,,,4738,nmol,l,,,,,,,2,,mol,volume,,,nmol/l,mol/volume,TRUE,1e-09,mol/l
L/ha,l,ha,,,4485,l,ha,,,,,,,2,,volume,area,,,l/ha,volume/area,TRUE,0.1,ml/m2
ppm food,ppm,,,,4470,ppm,,,,,,,,3,food,fraction,,,,ppm,fraction,TRUE,1,ppm
umol/L,umol,l,,,4298,umol,l,,,,,,,2,,mol,volume,,,umol/l,mol/volume,TRUE,1e-06,mol/l
ug/org,ug,org,,,4214,ug,org,,,,,,,2,,mass,organism,,,ug/org,mass/organism,FALSE,,
AI ppm,ppm,,,,4155,ppm,,,,,,,,3,,fraction,,,,ppm,fraction,TRUE,1,ppm
g/ha,g,ha,,,4036,g,ha,,,,,,,2,,mass,area,,,g/ha,mass/area,TRUE,1e-04,g/m2
g/L,g,l,,,3975,g,l,,,,,,,2,,mass,volume,,,g/l,mass/volume,TRUE,1e+06,ug/l
ai g/L,g,l,,,3961,g,l,,,,,,,2,ai ,mass,volume,,,g/l,mass/volume,TRUE,1e+06,ug/l
ml/L,ml,l,,,3395,ml,l,,,,,,,2,,volume,volume,,,ml/l,volume/volume,TRUE,1,ml/l
mg/kg dry soil,mg,kg,,,3329,mg,kg,,,,,,,2,dry,mass,mass,,,mg/kg,mass/mass,TRUE,1e-06,g/g
AI %,%,,,,2868,%,,,,,,,,3,,percentage,,,,%,percentage,FALSE,,
ul/L,ul,l,,,2678,ul,l,,,,,,,2,,volume,volume,,,ul/l,volume/volume,TRUE,0.001,ml/l
% v/v,% v,v,,,2612,% v,v,,,,,,,2,,percentage,volume,,,% v/v,percentage/volume,FALSE,,
mg/kg food,mg,kg,,,2589,mg,kg,,,,,,,2,food,mass,mass,,,mg/kg,mass/mass,TRUE,1e-06,g/g
mg/kg org,mg,kg org,,,2387,mg,kg,,,,,,,2,,mass,mass,,,mg/kg,mass/mass,TRUE,1e-06,g/g
mg/ml,mg,ml,,,2261,mg,ml,,,,,,,2,,mass,volume,,,mg/ml,mass/volume,TRUE,1e+06,ug/l
ug/g bdwt,ug,g,,,2198,ug,g,,,,,,,2,bdwt,mass,mass,,,ug/g,mass/mass,TRUE,1e-06,g/g
AI ug/ml,ug,ml,,,2008,ug,ml,,,,,,,2,,mass,volume,,,ug/ml,mass/volume,TRUE,1000,ug/l
ug,ug,,,,1999,ug,,,,,,,,3,,mass,,,,ug,mass,TRUE,1e-06,g
ug/g soil,ug,g,,,1809,ug,g,,,,,,,2,soil,mass,mass,,,ug/g,mass/mass,TRUE,1e-06,g/g
mmol/L,mmol,l,,,1752,mmol,l,,,,,,,2,,mol,volume,,,mmol/l,mol/volume,TRUE,0.001,mol/l
ug/cm2,ug,cm2,,,1742,ug,cm2,,,,,,,2,,mass,area,,,ug/cm2,mass/area,TRUE,0.01,g/m2
ug/kg,ug,kg,,,1583,ug,kg,,,,,,,2,,mass,mass,,,ug/kg,mass/mass,TRUE,1e-09,g/g
mg/kg diet,mg,kg,,,1580,mg,kg,,,,,,,2,diet,mass,mass,,,mg/kg,mass/mass,TRUE,1e-06,g/g
AI ppm food,ppm,,,,1546,ppm,,,,,,,,3,food,fraction,,,,ppm,fraction,TRUE,1,ppm
ug/g dry fd,ug,g,,,1541,ug,g,,,,,,,2,dry,mass,mass,,,ug/g,mass/mass,TRUE,1e-06,g/g
mg,mg,,,,1292,mg,,,,,,,,3,,mass,,,,mg,mass,TRUE,0.001,g
ug/g diet,ug,g,,,1257,ug,g,,,,,,,2,diet,mass,mass,,,ug/g,mass/mass,TRUE,1e-06,g/g
ng/ml,ng,ml,,,1241,ng,ml,,,,,,,2,,mass,volume,,,ng/ml,mass/volume,TRUE,1,ug/l
mg/kg dry fd,mg,kg,,,1220,mg,kg,,,,,,,2,dry,mass,mass,,,mg/kg,mass/mass,TRUE,1e-06,g/g
ae mg/L,mg,l,,,1208,mg,l,,,,,,,2,ae,mass,volume,,,mg/l,mass/volume,TRUE,1000,ug/l
ml,ml,,,,1191,ml,,,,,,,,3,,volume,,,,ml,volume,TRUE,1,ml
g/kg,g,kg,,,1170,g,kg,,,,,,,2,,mass,mass,,,g/kg,mass/mass,TRUE,0.001,g/g
mg/dm3,mg,dm3,,,1133,mg,dm3,,,,,,,2,,mass,volume,,,mg/dm3,mass/volume,TRUE,1000,ug/l
ug/g food,ug,g,,,1087,ug,g,,,,,,,2,food,mass,mass,,,ug/g,mass/mass,TRUE,1e-06,g/g
nmol/L,nmol,l,,,1048,nmol,l,,,,,,,2,,mol,volume,,,nmol/l,mol/volume,TRUE,1e-09,mol/l
ml/ha,ml,ha,,,1032,ml,ha,,,,,,,2,,volume,area,,,ml/ha,volume/area,TRUE,1e-04,ml/m2
g/kg sd,g,kg sd,,,985,g,kg,,,,,,,2,,mass,mass,,,g/kg,mass/mass,TRUE,0.001,g/g
g/m2,g,m2,,,966,g,m2,,,,,,,2,,mass,area,,,g/m2,mass/area,TRUE,1,g/m2
ug/eu,ug,eu,,,961,ug,eu,,,,,,,2,,mass,experimentalunit,,,ug/eu,mass/experimentalunit,FALSE,,
mg/eu,mg,eu,,,938,mg,eu,,,,,,,2,,mass,experimentalunit,,,mg/eu,mass/experimentalunit,FALSE,,
% w/v,% w,v,,,936,% w,v,,,,,,,2,,percentage,volume,,,% w/v,percentage/volume,FALSE,,
mol/L,mol,l,,,915,mol,l,,,,,,,2,,mol,volume,,,mol/l,mol/volume,TRUE,1,mol/l
ng/org,ng,org,,,913,ng,org,,,,,,,2,,mass,organism,,,ng/org,mass/organism,FALSE,,
AI ng/L,ng,l,,,885,ng,l,,,,,,,2,,mass,volume,,,ng/l,mass/volume,TRUE,0.001,ug/l
mg/org,mg,org,,,864,mg,org,,,,,,,2,,mass,organism,,,mg/org,mass/organism,FALSE,,
% of diet,% of,,,,857,%,,,,,,,,3,diet,percentage,,,,%,percentage,FALSE,,
g/kg fd,g,kg,,,841,g,kg,,,,,,,2,fd,mass,mass,,,g/kg,mass/mass,TRUE,0.001,g/g
AI mg/kg dry soil,mg,kg,,,840,mg,kg,,,,,,,2,dry,mass,mass,,,mg/kg,mass/mass,TRUE,1e-06,g/g
mg/kg dry wt,mg,kg,,,828,mg,kg,,,,,,,2,dry,mass,mass,,,mg/kg,mass/mass,TRUE,1e-06,g/g
ug/m3,ug,m3,,,809,ug,m3,,,,,,,2,,mass,volume,,,ug/m3,mass/volume,TRUE,0.001,ug/l
mg/d,mg,d,,,806,mg,d,,,,,,,2,,mass,time,,,mg/d,mass/time,TRUE,0.001,g/d
g/eu,g,eu,,,806,g,eu,,,,,,,2,,mass,experimentalunit,,,g/eu,mass/experimentalunit,FALSE,,
ae kg/ha,kg,ha,,,802,kg,ha,,,,,,,2,ae,mass,area,,,kg/ha,mass/area,TRUE,0.1,g/m2
AI g/100 L,g,100 l,,,792,g,l,,,,100,,,2,,mass,volume,,,g/l,mass/volume,TRUE,10000,ug/l
% w/w,% w,w,,,760,% w,w,,,,,,,2,,percentage,noscience,,,% w/w,percentage/noscience,FALSE,,
AI g/m2,g,m2,,,743,g,m2,,,,,,,2,,mass,area,,,g/m2,mass/area,TRUE,1,g/m2
ug/kg bdwt,ug,kg,,,736,ug,kg,,,,,,,2,bdwt,mass,mass,,,ug/kg,mass/mass,TRUE,1e-09,g/g
ai g/kg sd,g,kg sd,,,725,g,kg,,,,,,,2,ai ,mass,mass,,,g/kg,mass/mass,TRUE,0.001,g/g
AI mg/kg bdwt,mg,kg,,,718,mg,kg,,,,,,,2,bdwt,mass,mass,,,mg/kg,mass/mass,TRUE,1e-06,g/g
0/00,‰,,,,699,‰,,,,,,,,3,,percentage,,,,‰,percentage,FALSE,,
oz/acre,oz,acre,,,695,oz,acre,,,,,,,2,,volume,area,,,oz/acre,volume/area,TRUE,0.00730774948977673,ml/m2
ppmw,ppmw,,,,674,ppm,,,,,,,,3,,fraction,,,,ppm,fraction,TRUE,1,ppm
AI L/ha,l,ha,,,672,l,ha,,,,,,,2,,volume,area,,,l/ha,volume/area,TRUE,0.1,ml/m2
ai mg/ml,mg,ml,,,660,mg,ml,,,,,,,2,ai ,mass,volume,,,mg/ml,mass/volume,TRUE,1e+06,ug/l
g,g,,,,656,g,,,,,,,,3,,mass,,,,g,mass,TRUE,1,g
mmol/kg,mmol,kg,,,644,mmol,kg,,,,,,,2,,mol,mass,,,mmol/kg,mol/mass,TRUE,1e-06,mol/g
ug/g org,ug,g org,,,611,ug,g,,,,,,,2,,mass,mass,,,ug/g,mass/mass,TRUE,1e-06,g/g
g/m3,g,m3,,,601,g,m3,,,,,,,2,,mass,volume,,,g/m3,mass/volume,TRUE,1000,ug/l
uCi/L,uci,l,,,595,uci,l,,,,,,,2,,radioactivity,volume,,,uCi/l,radioactivity/volume,TRUE,37000,Bq/l
mg/org/d,mg,org,d,,588,mg,org,d,,,,,,1,,mass,organism,time,,mg/org/d,mass/organism/time,FALSE,,
mg/g,mg,g,,,564,mg,g,,,,,,,2,,mass,mass,,,mg/g,mass/mass,TRUE,0.001,g/g
gal/acre,gal,acre,,,551,gal,acre,,,,,,,2,,volume,area,,,gal/acre,volume/area,FALSE,,
mg h/L,mg h,l,,,543,mg,l,,,,,,,2,,mass,volume,,,mg/l,mass/volume,TRUE,1000,ug/l
AI mg/kg soil,mg,kg,,,539,mg,kg,,,,,,,2,soil,mass,mass,,,mg/kg,mass/mass,TRUE,1e-06,g/g
AI ppb,ppb,,,,539,ppb,,,,,,,,3,,fraction,,,,ppb,fraction,TRUE,0.001,ppm
ml/kg,ml,kg,,,538,ml,kg,,,,,,,2,,volume,mass,,,ml/kg,volume/mass,TRUE,0.001,ml/g
AI mg/kg,mg,kg,,,535,mg,kg,,,,,,,2,,mass,mass,,,mg/kg,mass/mass,TRUE,1e-06,g/g
mg/g fd,mg,g,,,531,mg,g,,,,,,,2,fd,mass,mass,,,mg/g,mass/mass,TRUE,0.001,g/g
ml/kg bdwt,ml,kg,,,526,ml,kg,,,,,,,2,bdwt,volume,mass,,,ml/kg,volume/mass,TRUE,0.001,ml/g
umol/g,umol,g,,,507,umol,g,,,,,,,2,,mol,mass,,,umol/g,mol/mass,TRUE,1e-06,mol/g
ul,ul,,,,502,ul,,,,,,,,3,,volume,,,,ul,volume,TRUE,0.001,ml
mg/100g bw,mg,100g bw,,,498,mg,g,,,,100,,,2,,mass,mass,,,mg/g,mass/mass,TRUE,1e-05,g/g
ae g/ha,g,ha,,,448,g,ha,,,,,,,2,ae,mass,area,,,g/ha,mass/area,TRUE,1e-04,g/m2
g/kg bdwt,g,kg,,,448,g,kg,,,,,,,2,bdwt,mass,mass,,,g/kg,mass/mass,TRUE,0.001,g/g
ul/ml,ul,ml,,,444,ul,ml,,,,,,,2,,volume,volume,,,ul/ml,volume/volume,TRUE,1,ml/l
umol/kg,umol,kg,,,439,umol,kg,,,,,,,2,,mol,mass,,,umol/kg,mol/mass,TRUE,1e-09,mol/g
AI g/m3,g,m3,,,431,g,m3,,,,,,,2,,mass,volume,,,g/m3,mass/volume,TRUE,1000,ug/l
AI ug/cm2,ug,cm2,,,431,ug,cm2,,,,,,,2,,mass,area,,,ug/cm2,mass/area,TRUE,0.01,g/m2
mg/cm2,mg,cm2,,,421,mg,cm2,,,,,,,2,,mass,area,,,mg/cm2,mass/area,TRUE,10,g/m2
AI ug/org,ug,org,,,409,ug,org,,,,,,,2,,mass,organism,,,ug/org,mass/organism,FALSE,,
mg/m2,mg,m2,,,404,mg,m2,,,,,,,2,,mass,area,,,mg/m2,mass/area,TRUE,0.001,g/m2
ug/bee,ug,bee,,,390,ug,bee,,,,,,,2,,mass,noscience,,,ug/bee,mass/noscience,FALSE,,
ng/g diet,ng,g,,,379,ng,g,,,,,,,2,diet,mass,mass,,,ng/g,mass/mass,TRUE,1e-09,g/g
ae lb/100 gal,lb,100 gal,,,377,lb,gal,,,,100,,,2,ae,mass,volume,,,lb/gal,mass/volume,FALSE,,
AI mg/eu,mg,eu,,,365,mg,eu,,,,,,,2,,mass,experimentalunit,,,mg/eu,mass/experimentalunit,FALSE,,
mg/kg org/d,mg,kg org,d,,364,mg,kg,d,,,,,,1,,mass,mass,time,,mg/kg/d,mass/mass/time,FALSE,,
mol/m3,mol,m3,,,363,mol,m3,,,,,,,2,,mol,volume,,,mol/m3,mol/volume,TRUE,0.001,mol/l
oz/1000 ft2,oz,1000 ft2,,,363,oz,ft2,,,,1000,,,2,,volume,area,,,oz/ft2,volume/area,TRUE,0.318326841080765,ml/m2
AI lb/100gal/acre,lb,100gal,acre,,361,lb,gal,acre,,,100,,,1,,mass,volume,area,,lb/gal/acre,mass/volume/area,FALSE,,
ug/kg dry soil,ug,kg,,,356,ug,kg,,,,,,,2,dry,mass,mass,,,ug/kg,mass/mass,TRUE,1e-09,g/g
AI ug/g soil,ug,g,,,356,ug,g,,,,,,,2,soil,mass,mass,,,ug/g,mass/mass,TRUE,1e-06,g/g
ng,ng,,,,348,ng,,,,,,,,3,,mass,,,,ng,mass,TRUE,1e-09,g
AI g/kg,g,kg,,,347,g,kg,,,,,,,2,,mass,mass,,,g/kg,mass/mass,TRUE,0.001,g/g
mm,mm,,,,344,mm,,,,,,,,3,,length,,,,mm,length,TRUE,0.1,cm
ug/egg,ug,egg,,,342,ug,egg,,,,,,,2,,mass,noscience,,,ug/egg,mass/noscience,FALSE,,
AI ng/org,ng,org,,,340,ng,org,,,,,,,2,,mass,organism,,,ng/org,mass/organism,FALSE,,
mmol,mmol,,,,340,mmol,,,,,,,,3,,mol,,,,mmol,mol,FALSE,,
NR,nr,,,,338,nr,,,,,,,,3,,nodata,,,,nr,nodata,FALSE,,
AI mg/kg bdwt/d,mg,kg ,d,,332,mg,kg,d,,,,,,1,bdwt,mass,mass,time,,mg/kg/d,mass/mass/time,FALSE,,
ng/g,ng,g,,,329,ng,g,,,,,,,2,,mass,mass,,,ng/g,mass/mass,TRUE,1e-09,g/g
ug/g wet wt,ug,g,,,319,ug,g,,,,,,,2,wet,mass,mass,,,ug/g,mass/mass,TRUE,1e-06,g/g
AI oz/acre,oz,acre,,,318,oz,acre,,,,,,,2,,volume,area,,,oz/acre,volume/area,TRUE,0.00730774948977673,ml/m2
AI % bt,%,,,,312,%,,,,,,,,3,bt,percentage,,,,%,percentage,FALSE,,
ug/g egg,ug,g,,,306,ug,g,,,,,,,2, egg,mass,mass,,,ug/g,mass/mass,TRUE,1e-06,g/g
ml/m2,ml,m2,,,305,ml,m2,,,,,,,2,,volume,area,,,ml/m2,volume/area,TRUE,1,ml/m2
ae lb/acre,lb,acre,,,304,lb,acre,,,,,,,2,ae,mass,area,,,lb/acre,mass/area,TRUE,0.112084667279431,g/m2
ng/g bdwt,ng,g,,,302,ng,g,,,,,,,2,bdwt,mass,mass,,,ng/g,mass/mass,TRUE,1e-09,g/g
ug/g dry soil,ug,g,,,301,ug,g,,,,,,,2,dry,mass,mass,,,ug/g,mass/mass,TRUE,1e-06,g/g
AI g/100 kg sd,g,100 kg sd,,,300,g,kg,,,,100,,,2,,mass,mass,,,g/kg,mass/mass,TRUE,1e-05,g/g
ug/g dry wt,ug,g,,,295,ug,g,,,,,,,2,dry,mass,mass,,,ug/g,mass/mass,TRUE,1e-06,g/g
mg/kg/wk,mg,kg,wk,,288,mg,kg,wk,,,,,,1,,mass,mass,time,,mg/kg/wk,mass/mass/time,FALSE,,
lb/100 gal,lb,100 gal,,,287,lb,gal,,,,100,,,2,,mass,volume,,,lb/gal,mass/volume,FALSE,,
AI % fd,%,,,,278,%,,,,,,,,3,fd,percentage,,,,%,percentage,FALSE,,
umol/kg bdwt,umol,kg,,,262,umol,kg,,,,,,,2,bdwt,mol,mass,,,umol/kg,mol/mass,TRUE,1e-09,mol/g
g/ml,g,ml,,,260,g,ml,,,,,,,2,,mass,volume,,,g/ml,mass/volume,TRUE,1e+09,ug/l
g/kg/d,g,kg,d,,258,g,kg,d,,,,,,1,,mass,mass,time,,g/kg/d,mass/mass/time,FALSE,,
ug/dm3,ug,dm3,,,255,ug,dm3,,,,,,,2,,mass,volume,,,ug/dm3,mass/volume,TRUE,1,ug/l
ug/kg soil,ug,kg,,,253,ug,kg,,,,,,,2,soil,mass,mass,,,ug/kg,mass/mass,TRUE,1e-09,g/g
ug/kg/d,ug,kg,d,,253,ug,kg,d,,,,,,1,,mass,mass,time,,ug/kg/d,mass/mass/time,FALSE,,
AI lb/100 gal,lb,100 gal,,,249,lb,gal,,,,100,,,2,,mass,volume,,,lb/gal,mass/volume,FALSE,,
AI % w/w,% w,w,,,249,% w,w,,,,,,,2,,percentage,noscience,,,% w/w,percentage/noscience,FALSE,,
ug/kg bdwt/d,ug,kg ,d,,248,ug,kg,d,,,,,,1,bdwt,mass,mass,time,,ug/kg/d,mass/mass/time,FALSE,,
pg/g egg,pg,g,,,246,pg,g,,,,,,,2, egg,mass,mass,,,pg/g,mass/mass,TRUE,1e-12,g/g
ml/100 L,ml,100 l,,,246,ml,l,,,,100,,,2,,volume,volume,,,ml/l,volume/volume,TRUE,0.01,ml/l
dpm/ml,dpm,ml,,,240,dpm,ml,,,,,,,2,,radioactivity,volume,,,dpm/ml,radioactivity/volume,FALSE,,
mg/g bdwt,mg,g,,,240,mg,g,,,,,,,2,bdwt,mass,mass,,,mg/g,mass/mass,TRUE,0.001,g/g
umol/ml,umol,ml,,,239,umol,ml,,,,,,,2,,mol,volume,,,umol/ml,mol/volume,TRUE,0.001,mol/l
AI ul/L,ul,l,,,236,ul,l,,,,,,,2,,volume,volume,,,ul/l,volume/volume,TRUE,0.001,ml/l
AI g/eu,g,eu,,,235,g,eu,,,,,,,2,,mass,experimentalunit,,,g/eu,mass/experimentalunit,FALSE,,
ug/kg fd,ug,kg,,,231,ug,kg,,,,,,,2,fd,mass,mass,,,ug/kg,mass/mass,TRUE,1e-09,g/g
g/kg bdwt/d,g,kg ,d,,229,g,kg,d,,,,,,1,bdwt,mass,mass,time,,g/kg/d,mass/mass/time,FALSE,,
uCi,uci,,,,225,uci,,,,,,,,3,,radioactivity,,,,uCi,radioactivity,FALSE,,
AI g/org,g,org,,,224,g,org,,,,,,,2,,mass,organism,,,g/org,mass/organism,FALSE,,
AI ml/ha,ml,ha,,,222,ml,ha,,,,,,,2,,volume,area,,,ml/ha,volume/area,TRUE,1e-04,ml/m2
ae ug/L,ug,l,,,220,ug,l,,,,,,,2,ae,mass,volume,,,ug/l,mass/volume,TRUE,1,ug/l
g/1.8 kg soil,g,1.8 kg,,,213,g,kg,,,,1.8,,,2,soil,mass,mass,,,g/kg,mass/mass,TRUE,0.000555555555555556,g/g
ng/g egg,ng,g,,,211,ng,g,,,,,,,2, egg,mass,mass,,,ng/g,mass/mass,TRUE,1e-09,g/g
ul/eu,ul,eu,,,206,ul,eu,,,,,,,2,,volume,experimentalunit,,,ul/eu,volume/experimentalunit,FALSE,,
nl/L,nl,l,,,203,nl,l,,,,,,,2,,volume,volume,,,nl/l,volume/volume,TRUE,1e-06,ml/l
mmol/m3,mmol,m3,,,201,mmol,m3,,,,,,,2,,mol,volume,,,mmol/m3,mol/volume,TRUE,1e-06,mol/l
kBq/L,kbq,l,,,200,kbq,l,,,,,,,2,,radioactivity,volume,,,kBq/l,radioactivity/volume,TRUE,1000,Bq/l
ug/100ml,ug,100ml,,,200,ug,ml,,,,100,,,2,,mass,volume,,,ug/ml,mass/volume,TRUE,10,ug/l
AI ug/g org,ug,g org,,,192,ug,g,,,,,,,2,,mass,mass,,,ug/g,mass/mass,TRUE,1e-06,g/g
ml/kg sd,ml,kg sd,,,191,ml,kg,,,,,,,2,,volume,mass,,,ml/kg,volume/mass,TRUE,0.001,ml/g
oz/1000 ft,oz,1000 ft,,,191,oz,ft,,,,1000,,,2,,volume,length,,,oz/ft,volume/length,TRUE,0.000970260211614173,ml/cm
AI mg/m2,mg,m2,,,191,mg,m2,,,,,,,2,,mass,area,,,mg/m2,mass/area,TRUE,0.001,g/m2
L/feddan,l,feddan,,,187,l,feddan,,,,,,,2,,volume,area,,,l/feddan,volume/area,FALSE,,
ug/g wet wt diet,ug,g,,,186,ug,g,,,,,,,2,wet,mass,mass,,,ug/g,mass/mass,TRUE,1e-06,g/g
g/100 L,g,100 l,,,181,g,l,,,,100,,,2,,mass,volume,,,g/l,mass/volume,TRUE,10000,ug/l
AI mg/kg food,mg,kg,,,180,mg,kg,,,,,,,2,food,mass,mass,,,mg/kg,mass/mass,TRUE,1e-06,g/g
ng/g dw soil,ng,g dw,,,179,ng,g,,,,,,,2,soil,mass,mass,,,ng/g,mass/mass,TRUE,1e-09,g/g
g/org,g,org,,,178,g,org,,,,,,,2,,mass,organism,,,g/org,mass/organism,FALSE,,
ae mg/kg/d,mg,kg,d,,176,mg,kg,d,,,,,,1,ae,mass,mass,time,,mg/kg/d,mass/mass/time,FALSE,,
ppm H2O,ppm h2o,,,,176,ppm,,,,,,,,3,,fraction,,,,ppm,fraction,TRUE,1,ppm
ul/100ml,ul,100ml,,,173,ul,ml,,,,100,,,2,,volume,volume,,,ul/ml,volume/volume,TRUE,0.01,ml/l
kg/ha/yr,kg,ha,yr,,172,kg,ha,yr,,,,,,1,,mass,area,time,,kg/ha/yr,mass/area/time,FALSE,,
AI mM,mmol,l,,,171,mmol,l,,,,,,,2,,mol,volume,,,mmol/l,mol/volume,TRUE,0.001,mol/l
ml/ft3,ml,ft3,,,167,ml,ft3,,,,,,,2,,volume,volume,,,ml/ft3,volume/volume,TRUE,0.0353146667214886,ml/l
g bt,g,,,,167,g,,,,,,,,3,bt,mass,,,,g,mass,TRUE,1,g
lb/gal,lb,gal,,,165,lb,gal,,,,,,,2,,mass,volume,,,lb/gal,mass/volume,FALSE,,
ml/org,ml,org,,,160,ml,org,,,,,,,2,,volume,organism,,,ml/org,volume/organism,FALSE,,
ppm wet wt fd,ppm,,,,160,ppm,,,,,,,,3,wet,fraction,,,,ppm,fraction,TRUE,1,ppm
mg/kg/fish,mg,kg,fish,,157,mg,kg,fish,,,,,,1,,mass,mass,noscience,,mg/kg/fish,mass/mass/noscience,FALSE,,
mg/L fd,mg,l,,,156,mg,l,,,,,,,2,fd,mass,volume,,,mg/l,mass/volume,TRUE,1000,ug/l
AI g/m,g,m,,,155,g,m,,,,,,,2,,mass,length,,,g/m,mass/length,TRUE,0.01,g/cm
cm3/hL,cm3,hl,,,155,cm3,hl,,,,,,,2,,volume,volume,,,cm3/hl,volume/volume,TRUE,0.01,ml/l
ml/hl,ml,hl,,,154,ml,hl,,,,,,,2,,volume,volume,,,ml/hl,volume/volume,TRUE,0.01,ml/l
ul/org,ul,org,,,154,ul,org,,,,,,,2,,volume,organism,,,ul/org,volume/organism,FALSE,,
ppm dw fd,ppm dw,,,,152,ppm,,,,,,,,3,fd,fraction,,,,ppm,fraction,TRUE,1,ppm
pg/g wet wt,pg,g,,,151,pg,g,,,,,,,2,wet,mass,mass,,,pg/g,mass/mass,TRUE,1e-12,g/g
AI g,g,,,,150,g,,,,,,,,3,,mass,,,,g,mass,TRUE,1,g
mmol/kg soil,mmol,kg,,,150,mmol,kg,,,,,,,2,soil,mol,mass,,,mmol/kg,mol/mass,TRUE,1e-06,mol/g
umol,umol,,,,149,umol,,,,,,,,3,,mol,,,,umol,mol,FALSE,,
mg/m3,mg,m3,,,149,mg,m3,,,,,,,2,,mass,volume,,,mg/m3,mass/volume,TRUE,1,ug/l
ppb food,ppb,,,,149,ppb,,,,,,,,3,food,fraction,,,,ppb,fraction,TRUE,0.001,ppm
ug/org/d,ug,org,d,,149,ug,org,d,,,,,,1,,mass,organism,time,,ug/org/d,mass/organism/time,FALSE,,
mg/100g bw/d,mg,100g bw,d,,148,mg,g,d,,,100,,,1,,mass,mass,time,,mg/g/d,mass/mass/time,FALSE,,
ng/cm2,ng,cm2,,,147,ng,cm2,,,,,,,2,,mass,area,,,ng/cm2,mass/area,TRUE,1e-05,g/m2
mg/100g,mg,100g,,,147,mg,g,,,,100,,,2,,mass,mass,,,mg/g,mass/mass,TRUE,1e-05,g/g
AI % w/v,% w,v,,,147,% w,v,,,,,,,2,,percentage,volume,,,% w/v,percentage/volume,FALSE,,
AI g/100m2,g,100m2,,,145,g,m2,,,,100,,,2,,mass,area,,,g/m2,mass/area,TRUE,0.01,g/m2
ug/d,ug,d,,,144,ug,d,,,,,,,2,,mass,time,,,ug/d,mass/time,TRUE,1e-06,g/d
ng/mg bdwt,ng,mg,,,143,ng,mg,,,,,,,2,bdwt,mass,mass,,,ng/mg,mass/mass,TRUE,1e-06,g/g
ug/100 g bdwt,ug,100 g,,,137,ug,g,,,,100,,,2,bdwt,mass,mass,,,ug/g,mass/mass,TRUE,1e-08,g/g
