conc1_info,conc1_unit_clean,conv,multiplier,unit_conv,unit_type,result_id,casnr,molecularweight,n,conc1_mean,conc1_unit,conc1_mean2,conc1_unit2,conc1_mean3,conc1_unit3,NOTE
AI ,ng/ul,yes,1000,ug/l,mass/volume,2351223,153719234,291.72,12,4.28,AI ng/ul diet,4280,ug/l,,,
ae,lb/gal,no,,,mass/noscience,2466273,2545600,279.5,12,2,ae lb/gal,2,ae lb/gal,,,
,cm3,yes,1,ml,volume,2414038,52645531,,12,30,cm3,30,ml,,,
,d,no,,,time,1029996,60571,,12,7.24,d,7.24,d,,,
,g/ft,yes,0.003280839895013,g/cm,mass/length,2248927,116063,190.27,12,10,g/10 ft,0.032808398950131,g/cm,,,
,kg/cwt,no,,,mass/noscience,1149729,30560191,183.17,12,0.181,kg/cwt sd,0.181,kg/cwt sd,,,
dw org,mg/kg/d,yes,1,mg/kg/d,mass/mass/time,216938,50328,252.3,12,50,mg/kg/d,50,mg/kg/d,50,mg/kg/d,
,mg/kg/mi,yes,1,mg/kg/mi,mass/mass/time,1110129,7681494,41.988172,12,0.9,mg/kg/min,0.9,mg/kg/min,0.9,mg/kg/min,
,ml/l/ha,no,,,volume/volume/area,2458064,1918021,241.5,12,28.41,ml/4.5 L/0.003 ha,28.41,ml/4.5 L/0.003 ha,,,
,ml/cm,yes,1,ml/cm,volume/length,2348326,75605,138,12,2.5,ml/cm circ,2.5,ml/cm,,,
,ng/ml,yes,1,ug/l,mass/volume,800586,50282,272.4,12,8.615,ng eq/ml,8.615,ug/l,,,
,pmol/l,yes,1E-12,mol/l,mol/volume,725809,10043013,,12,187.9,pmol/cell,,ug/l,,,
,ueq/l,no,,,noscience/volume,95043,10325947,238.44,12,2,ueq/L,2,ueq/L,,,
,ug/l/d,no,,,mass/volume/time,2256826,138261413,255.66,12,100,ug/L/d,100,ug/L/d,,,
bdwt,ug/mg,yes,1000,mg/kg,mass/mass,2412067,67485294,494.5,12,1.1,ug/mg bdwt,1100,mg/kg,,,
fd,ug/ml,yes,1000,ug/l,mass/volume,2312139,7487947,271.5,12,3,ug/ml fd,3000,ug/l,,,
dry,ug/org,no,,,mass/organism,790737,129000,202.25,12,47.1,ug/org dry wt,47.1,ug/org dry wt,,,
AI ,ml/l,yes,1,ul/l,volume/volume,2255018,138261413,255.66,11,4.375,AI ml/1000 L,4.375,ul/l,,,
AI ,oz/lb,no,,,noscience/mass,1023881,141662,237.19,11,2,AI oz/100 lb sd,2,AI oz/100 lb sd,,,
AI ,oz/d,no,,,noscience/time,2050663,298044,274.4,11,0.4,AI oz/in dbh,0.4,AI oz/in dbh,,,
,g/ft2,yes,10.7639104167097,g/m2,mass/area,127647,2385855,545.5,11,0.0129,g/ft2,0.138854444375555,g/m2,,,
food,mg/g,yes,10,mg/kg,mass/mass,2087660,50817,,11,200,mg/100g food,2000,mg/kg,,,
,mg/cm,yes,0.0004,g/cm,mass/length,1061057,30560191,183.17,11,200,mg/2.5 cm dia,0.08,g/cm,,,
soil,mg/g,yes,2,mg/kg,mass/mass,2344476,7783202,132.14,11,31.2,mg/500 g soil,62.4,mg/kg,,,
,mg/l/d,yes,,,mass/volume/time,2256813,138261413,255.66,11,50,mg/L/d,50,mg/l/d,50,mg/l/d,
,mg/d,yes,0.001,g/d,mass/time,1180644,84961660,,11,3,mg/dose,0.003,g/d,,,
soil,ml/l,yes,100,ul/l,volume/volume,2415622,624920,94.2,11,15,ml/10 L soil ,1500,ul/l,,,
,ml/l,yes,125,ul/l,volume/volume,2294901,67641,58.08,11,1,ml/8 L,125,ul/l,,,
,mmol/kg/h,no,,,mol/mass/time,1171663,26628228,65.01,11,0.06,mmol/kg/h,0.06,mmol/kg/h,,,
,ug/cm2/d,no,,,mass/area/time,220548,688733,290.1,11,4,ug/cm2/d,4,ug/cm2/d,,,
bdwt,ug/g/kg,no,,,mass/mass/mass,1041054,50282,272.4,11,5,ug/g/kg bdwt,5,ug/g/kg bdwt,,,
,unit,no,,,noscience,2136482,9002602,,11,223,units,223,units,,,
AI ,g/ml/m,no,,,mass/volume/length,1083844,2921882,350.6,10,0.01,AI g/25 ml/m,0.01,AI g/25 ml/m,,,
AI ,g/ml/m,no,,,mass/volume/length,1041226,2921882,350.6,10,0.01,AI g/3 ml/m,0.01,AI g/3 ml/m,,,
AI ,g/kg,yes,1000,mg/kg,mass/mass,1057759,64175,46.07,10,4,AI g/kg bdwt,4000,mg/kg,,,
AI ,kg/l,yes,10000000,ug/l,mass/volume,1104342,2921882,350.6,10,0.12,AI kg/100 L,1200000,ug/l,,,
AI ,mg/d,yes,0.001,g/d,mass/time,1087897,64175,46.07,10,30,AI mg/d,0.03,g/d,,,
AI ,oz/cwt,no,,,noscience/noscience,2038197,138261413,255.66,10,12,AI oz/cwt sd,12,AI oz/cwt sd,,,
AI ,ug/g,yes,1,mg/kg,mass/mass,2457841,45298906,,10,20,AI ug/g egg,20,mg/kg,,,
,iu/ml,no,,,noscience/volume,2153857,61336,334.4,10,100,IU/ml,100,IU/ml,,,
ae,g/l,yes,5000,ug/l,mass/volume,2084577,38641940,228.18,10,1920,ae g/200 L,9600000,ug/l,,,
ae,mg/kg,yes,1,mg/kg,mass/mass,1047892,2702729,243.02,10,840,ae mg/kg,840,mg/kg,840,mg/kg,
,cm3/dm3,yes,1000,ul/l,volume/volume,2236578,56425913,312.29,10,15,cm3/dm3,15000,ul/l,,,
soil,g/m3,yes,1315.78947368421,ug/l,mass/volume,2442954,2593159,247.5,10,0.6,g/0.76 m3 soil,789.473684210526,ug/l,,,
soil,g/l,yes,100000,ug/l,mass/volume,2249215,116063,190.27,10,2,g/10 L soil,200000,ug/l,,,
,g/l/ha,no,,,mass/volume/area,2326713,63252,201.22,10,227,g/37.9L/0.1 ha,227,g/37.9L/0.1 ha,,,
,kg/acre,yes,0.247104393046628,g/m2,mass/area,42413,63252,201.22,10,100,kg/ac,24.7104393046628,g/m2,,,
,l/l,yes,1000000,ul/l,volume/volume,1111803,35367385,310.68,10,0.0006,l/l,600,ul/l,,,
seed,mg/kg,yes,1,mg/kg,mass/mass,1059531,2921882,350.6,10,3,mg/kg seed,3,mg/kg,3,mg/kg,
,ml/ml,yes,20000,ul/l,volume/volume,2396606,134098616,421.5,10,0.026,ml/50 ml,520,ul/l,,,
,ml/l,yes,117.647058823529,ul/l,volume/volume,2037717,82657043,422.9,10,7.9,ml/8.5 L,929.411764705879,ul/l,,,
,ml/gal,no,,,volume/noscience,1027837,67762394,344.5,10,400,ml/gal,400,ml/gal,,,
dry,ml/kg,yes,0.001,ml/g,volume/mass,2230525,2921882,350.6,10,5,ml/kg dry seed,0.005,ml/g,,,
,ml/m3,yes,1,ul/l,volume/volume,2179870,50000,30.026,10,200,ml/m3,200,ul/l,,,
dry,mmol/g,yes,0.001,mol/g,mol/mass,217556,14265442,94.971,10,0.025,mmol/g dry wt,2374.275,mg/kg,,,
bdwt,mol/kg,yes,0.001,mol/g,mol/mass,1064569,7487947,271.5,10,3.24E-06,mol/kg bdwt,0.87966,mg/kg,,,
,mol,no,,,mol,164737,7664417,17.031,10,4.3E-05,molal,4.3E-05,molal,,,
,nmol/l/g,no,,,mol/volume/mass,1235198,7439921,207,10,120,nM/g,120,nM/g,,,
,ppm,yes,1000,ppb,fraction,1039100,1910425,257.16,10,+ 1000,ppmw H2O,1000000,ppb,,,
,ug/g/d,no,,,mass/mass/time,48162,10099748,331,10,1.7,ug/100g/d,1.7,ug/100g/d,,,
,ug/m,yes,1E-08,g/cm,mass/length,1003574,6515384,220.41,10,1110,ug/em,1.11E-05,g/cm,,,
,ug/kg/wk,no,,,mass/mass/time,2391742,1746016,322,10,0.5,ug/kg/wk,0.5,ug/kg/wk,,,
soil,ug/l,yes,1,ug/l,mass/volume,2409468,141112290,359.3,10,158.4,ug/l soil,158.4,ug/l,158.4,ug/l,
dry,umol/kg,yes,1E-09,mol/g,mol/mass,2142323,123331,112.09,10,20,umol/kg dry soil,2.2418,mg/kg,,,
AI ,cm3/kg,yes,0.001,ml/g,volume/mass,2450185,131983727,317.8,9,2,AI cm3/kg,0.002,ml/g,,,
AI ,g/t,yes,1,mg/kg,mass/mass,2409000,1897456,265.9,9,220,AI g/t,220,mg/kg,,,
,t/gal,no,,,mass/noscience,1067240,115322,370.5,9,1,Tbsp/gal,1,Tbsp/gal,,,
,dpm/eu,no,,,radioactivity/noscience,200265,35065271,360.9,9,4630808,dpm/EU,4630808,dpm/EU,,,
,g/m3,yes,1000,ug/l,mass/volume,1064872,7803512,33.998,9,50.8,g d/m3,50800,ug/l,,,
,g/m,yes,0.000327868852459,g/cm,mass/length,2058550,13071799,288.4,9,227,g/30.5 m,0.074426229508197,g/cm,,,
bdwt,g/kg/d,no,,,mass/mass/time,2057766,56724,362.8,9,28,g/45.4 kg bdwt/d,28,g/45.4 kg bdwt/d,,,
,g/l,yes,200000,ug/l,mass/volume,2442829,2593159,247.5,9,1.66,g/5 L,332000,ug/l,,,
soil,g/kg,yes,200,mg/kg,mass/mass,2177279,13194484,242.3,9,0.35,g/5 kg soil,70,mg/kg,,,
dry,g/kg,yes,1000,mg/kg,mass/mass,2034573,7704349,,9,10,g/kg dry fd,10000,mg/kg,,,
,kg/m2,yes,107.52688172043,g/m2,mass/area,1108116,10043353,61.84,9,3.6,kg/9.3 m2,387.096774193548,g/m2,,,
,m,yes,100,cm,length,203282,7647145,58.44,9,175,mOsm,17500,cm,,,
,mg/g/d,no,,,mass/mass/time,100640,67458,225.16,9,0.1,mg/100g/d,0.1,mg/100g/d,,,
bdwt,mg/kg,yes,0.01,mg/kg,mass/mass,1157205,7733020,161.4,9,160.85,mg/100kg bdwt,1.6085,mg/kg,,,
,mg/ml,yes,16666.6666666667,ug/l,mass/volume,2319698,15498870,,9,40,mg/60 ml,666666.666666668,ug/l,,,
,mg/cm3,yes,1000000,ug/l,mass/volume,1206421,70188,307.33,9,5,mg/cm3,5000000,ug/l,,,
 wt,mg/ml/g,no,,,mass/volume/mass,1203612,94757,221.03,9,0.1,mg/ml/g wt,0.1,mg/ml/g wt,,,
soil,ng/g,yes,0.001,mg/kg,mass/mass,2071403,98967409,325.3,9,0.56,ng/g soil,0.00056,mg/kg,,,
fd,ppm/g,no,,,fraction/mass,2369724,155569918,1008.2,9,25,ppm/g fd,25,ppm/g fd,,,
,pt/gal,no,,,noscience/noscience,1194653,301122,246.3,9,0.02,pt/gal,0.02,pt/gal,,,
,ug/g/d,no,,,mass/mass/time,1153551,7440382,74.92159,9,70.4,ug/100g org/d,70.4,ug/100g org/d,,,
,ug/fish,no,,,mass/noscience,157626,77474,272.8,9,38.35,ug/fish,38.35,ug/fish,,,
AI ,g/g,yes,2000,mg/kg,mass/mass,1011621,17804352,290.32,8,2,AI g/500 g,4000,mg/kg,,,
AI ,g/l,yes,166666.666666667,ug/l,mass/volume,1239532,17804352,290.32,8,5.25,AI g/6 L,875000.000000002,ug/l,,,
AI ,g/kg,yes,1000,mg/kg,mass/mass,1050404,108623,176.21,8,50,AI g/kg plt,50000,mg/kg,,,
AI ,ml/mi,no,,,volume/time,2314965,52645531,,8,168,AI ml/mi,168,AI ml/mi,,,
AI ,mol/kg,yes,0.001,mol/g,mol/mass,1077665,7647010,36.46,8,0.23,AI mol/kg,8385.8,mg/kg,,,
AI ,ppt,yes,0.001,ppb,fraction,746022,52315078,416.2966,8,840,AI ppt,0.84,ppb,,,
AI ,ug/cm2,yes,0.01,g/m2,mass/area,1098157,52645531,,8,0.00658,AI ug/cm2 diet,6.58E-05,g/m2,,,
AI ,ug/kg/d,no,,,mass/mass/time,2039271,57636,296.4,8,1,AI ug/kg bdwt/d,1,AI ug/kg bdwt/d,,,
AI ,ug/ul,yes,1000000,ug/l,mass/volume,2156375,60515,229.3,8,0.16,AI ug/ul,160000,ug/l,,,
,psu,no,,,salinity,742011,7647145,58.44,8,36,PSU,36,PSU,,,
,g/ha,yes,0.00025,g/m2,mass/area,1110919,28772567,527.4,8,400,g/0.4 ha,0.1,g/m2,,,
food,g/kg,yes,100,mg/kg,mass/mass,2432136,57885,386.7,8,19.3988,g/10 kg food,1939.88,mg/kg,,,
,g/g/d,no,,,mass/mass/time,1149340,64175,46.07,8,0.46,g/100g BW/d,0.46,g/100g BW/d,,,
,g/sd,no,,,mass/noscience,2402677,133062,300.6,8,100,g/150 sd,100,g/150 sd,,,
,g/l/m2,no,,,mass/volume/area,2385251,137428,129.182,8,0.12,g/l/m2,0.12,g/l/m2,,,
,g/ml/l,no,,,mass/volume/volume,1045209,133073,296.6,8,80,g/ml/100 L,80,g/ml/100 L,,,
,g/org/yr,no,,,mass/organism/time,1153334,6484522,80.044,8,500,g/org/yr,500,g/org/yr,,,
,kg/l,yes,500000,ug/l,mass/volume,2363201,69327760,305.4,8,0.4,kg/2000 L,200000,ug/l,,,
,l/hl,yes,10000,ul/l,volume/volume,2313331,8042475,,8,2,l/hl,20000,ul/l,,,
,lb/ft2,yes,48.8242763638305,g/m2,mass/area,2386756,137428,129.182,8,1,lb/100 ft2,48.8242763638305,g/m2,,,
 egg,mg/g,yes,16.6666666666667,mg/kg,mass/mass,1169352,2008391,266.12,8,1,mg/60g egg,16.6666666666667,mg/kg,,,
bdwt,ml/g,yes,0.1,ml/g,volume/mass,2389734,56235,153.8,8,0.05,ml/10 g bdwt,0.005,ml/g,,,
,ml/l,yes,50,ul/l,volume/volume,1125402,8002651,,8,40,ml/20 L,2000,ul/l,,,
,ml/l,yes,0.5,ul/l,volume/volume,2315199,95737681,321.4,8,600,ml/2000 L,300,ul/l,,,
,ml/ft2,yes,10.7639104167097,ml/m2,volume/area,2391300,8003198,,8,3.5,ml/ft2,37.6736864584839,ml/m2,,,
soil,mmol/l,yes,0.001,mol/l,mol/volume,1224770,7429905,26.981538,8,0.01,mmol/L soil,269.81538,ug/l,,,
,mmol/g,yes,0.001,mol/g,mol/mass,198982,1600277,318.68,8,0.1,mmol/g,31868,mg/kg,,,
fd,ng/ul,yes,50,ug/l,mass/volume,2352463,153719234,291.72,8,1.34,ng/20 ul fd,67,ug/l,,,
,ng/cm,yes,1E-09,g/cm,mass/length,206665,61949766,391.3,8,1400,ng/cm,1.4E-06,g/cm,,,
fd,ng/ml,yes,1,ug/l,mass/volume,2351694,210880925,249.68,8,0.3,ng/ml fd,0.3,ug/l,,,
wet,nmol/g,yes,1E-09,mol/g,mol/mass,744981,2921882,350.6,8,2.19,nmol/g wet wt,0.767814,mg/kg,,,
,pt/gal,no,,,noscience/noscience,2179569,1897456,265.9,8,2,pt/100 gal,2,pt/100 gal,,,
,uCi/g,no,,,NA/mass,724626,7440666,65.4,8,10,uCI/g org,10,uCI/g org,,,
,uCi/kg,no,,,NA/mass,116776,29082744,379.7,8,50,uCi/kg,50,uCi/kg,,,
,umol/l/h,no,,,mol/volume/time,1167199,134203,151.16,8,2.6,uM/h,2.6,uM/h,,,
,ug/d/org,no,,,mass/time/organism,1047696,54115,162.23,8,2,ug/d/org,2,ug/d/org,,,
,ug/g/wk,no,,,mass/mass/time,216144,57636,296.4,8,10,ug/g org/wk,10,ug/g org/wk,,,
,ug/kg,yes,0.001,mg/kg,mass/mass,162606,35694043,360.9,8,893,ug/kg LD,0.893,mg/kg,,,
,umol/g,yes,1E-06,mol/g,mol/mass,713508,206440,202.25,8,14.7,umol/g LD,2973.075,mg/kg,,,
AI ,g/cm3,yes,500000,ug/l,mass/volume,2343493,116063,190.27,7,1,AI g/2000 cm3 soil,500000,ug/l,,,
AI ,kg/ha,yes,0.25,g/m2,mass/area,1102809,333415,304.35,7,0.9,AI kg/0.4 ha,0.225,g/m2,,,
AI ,oz/gal,no,,,noscience/noscience,1146964,298000,263.21,7,1,AI oz/40 gal,1,AI oz/40 gal,,,
AI ,ug/cm2,yes,0.0001,g/m2,mass/area,1117290,52918635,505.2,7,2.75,AI ug/100 cm2,0.000275,g/m2,,,
AI ,ul/kg,yes,1E-06,ml/g,volume/mass,2458106,76051,114.02,7,6.74,AI ul/kg dry soil,6.74E-06,ml/g,,,
ae dry soil,mg/kg,yes,1,mg/kg,mass/mass,2469531,38641940,228.18,7,472.8,ae mg/kg dry soil,472.8,mg/kg,472.8,mg/kg,
ae,mg/m2,yes,0.001,g/m2,mass/area,2167171,5221169,238.71,7,548,ae mg/m2,0.548,g/m2,,,
ai ,oz/bu,no,,,noscience/noscience,1004335,298044,274.4,7,3.6,ai oz/bu sd,3.6,ai oz/bu sd,,,
,cm2,no,,,area,1239854,18181801,428.1,7,2,cm2,2,cm2,2,cm2,
,cm3/m2,yes,1,ml/m2,volume/area,1196429,137428,129.182,7,100,cm3/m2,100,ml/m2,,,
,g/m2,yes,0.01,g/m2,mass/area,2414514,67485294,494.5,7,91.5,g/100 m2,0.915,g/m2,,,
,g/ft3,yes,35.3146667214886,ug/l,mass/volume,1092319,7803512,33.998,7,30,g/1000 ft3,1059.44000164466,ug/l,,,
soil,g/l,yes,1000000,ug/l,mass/volume,2037661,7704349,,7,1,g/L soil,1000000,ug/l,,,
,g/lb,yes,2204.62262184878,mg/kg,mass/mass,2050023,10380286,351.8,7,1,g/lb seed,2204.62262184878,mg/kg,,,
,kBq,yes,1000,Bq,radioactivity,180680,144558,84.007,7,185,kBq,185000,Bq,185000,Bq,
,kg/d,yes,1000,g/d,mass/time,728673,7720787,151.91,7,3000,kg/d,3000000,g/d,,,
,mCi,no,,,,180958,7778430,164.933,7,2500,mCi mg,2500,mCi mg,,,
bdwt,mi/kg/h,no,,,time/mass/time,2244225,9002602,,7,10,mIU/kg bdwt/h,10,mIU/kg bdwt/h,,,
bdwt,mg/g,yes,4,mg/kg,mass/mass,1145018,115297,406.9,7,0.5,mg/250g bdwt,2,mg/kg,,,
,mg/cm2,yes,0.2,g/m2,mass/area,1096071,122349,201.66,7,0.5,mg/50 cm2,0.1,g/m2,,,
,mg/l,yes,100,ug/l,mass/volume,1121510,11141176,720.7,7,200,mg/L 10 mi,20000,ug/l,,,WHAT UNIT?
,mg/cm2/d,no,,,mass/area/time,216163,688733,290.1,7,4,mg/cm2/d,4,mg/cm2/d,,,
wet,mg/mg,yes,1000000,mg/kg,mass/mass,2362963,69327760,305.4,7,316,mg/mg wet bdwt,316000000,mg/kg,,,
,ml/g,yes,0.01,ml/g,volume/mass,101742,56235,153.8,7,0.1,ml/100g,0.001,ml/g,,,
soil,ml/g,yes,1,ml/g,volume/mass,2153819,67663,119.37,7,1,ml/g soil,1,ml/g,,,
,mol/kg,yes,0.001,mol/g,mol/mass,1154257,120127,178.23,7,0.000112,mol/kg,19.96176,mg/kg,,,
,ng/ml/d,no,,,mass/volume/time,216248,50237,362.5,7,100,ng/ml blood/d,100,ng/ml blood/d,,,
,pmol/ml,yes,1E-09,mol/l,mol/volume,713315,129000,202.25,7,0.16,pmol/ml,0.03236,ug/l,,,
bdwt,ppm/g,no,,,fraction/mass,2254395,173221197,,7,20,ppm/g bdwt,20,ppm/g bdwt,,,
,ppm/ml,no,,,fraction/volume,1206964,128041,143.21,7,20,ppm/ml,20,ppm/ml,,,
,uCi/org,no,,,NA/organism,2023345,1689992,403.11,7,0.042,uCi/org,0.042,uCi/org,,,
,ug/g,yes,1,mg/kg,mass/mass,1179029,112410238,352.5,7,72.1,ug/g om,72.1,mg/kg,,,
,ug/org/wk,no,,,mass/organism/time,2311601,10485708,250.38,7,9,ug/org/wk,9,ug/org/wk,,,
,%,yes,10000000,ppb,fraction,94764,64175,46.07,6,0.5,% g,5000000,ppb,,,
,%,yes,10000000,ppb,fraction,45060,60117,225.29,6,30,% mg,300000000,ppb,,,
AI ,l/ha/m,no,,,volume/area/length,2461100,1071836,169.0731,6,12.3,AI L/ha/m,12.3,AI L/ha/m,,,
AI ,cm3/eu,no,,,volume/noscience,2071670,60515,229.3,6,3,AI cm3/eu,3,AI cm3/eu,,,
AI ,g/m,yes,3.28083989501312E-05,g/cm,mass/length,2057942,13071799,288.4,6,68,AI g/304.8 m,0.002230971128609,g/cm,,,
AI ,g/l/ha,no,,,mass/volume/area,2354577,1910425,257.16,6,907.2,AI g/454.6 L/0.4 ha,907.2,AI g/454.6 L/0.4 ha,,,
AI ,kg/eu,yes,1000000,mg/kg,mass/noscience,2332881,27314132,303.67,6,3.36,AI kg/eu,3360000,mg/eu,3360000,mg/eu,
AI bdwt EU,mg/kg,yes,1,mg/kg,mass/mass,2334740,120068373,437.1,6,13.4,AI mg/kg bdwt EU,13.4,mg/kg,13.4,mg/kg,
AI ,oz/lb,no,,,noscience/mass,1157863,121755,330.4,6,0.185,AI oz/25lbs bdwt,0.185,AI oz/25lbs bdwt,,,
AI ,oz/lb,no,,,noscience/mass,1170520,120068373,437.1,6,0.03,AI oz/lb seed,0.03,AI oz/lb seed,,,
AI ,ug/sd,no,,,mass/noscience,2356637,210880925,249.68,6,1.25,AI ug/sd ,1.25,AI ug/sd ,,,
diet,iu/g,no,,,noscience/mass,798111,67970,384.6,6,120,IU/g diet,120,IU/g diet,,,
,l/ha,yes,0.25,ml/m2,volume/area,1158986,8065723,,6,190,L/0.4 ha,47.5,ml/m2,,,
,l/bu,no,,,volume/noscience,1064261,121755,330.4,6,0.47,L/1000 bu,0.47,L/1000 bu,,,
,l/t,yes,0.001,ml/g,volume/mass,2420272,161326347,311.4,6,0.1,L/ton sd,0.0001,ml/g,,,
,g/l,yes,1000000,ug/l,mass/volume,164635,57465288,326.4,6,0.2,PIg/L,200000,ug/l,,,
dry,u/kg,no,,,noscience/mass,798121,67970,384.6,6,37500,U/kg dry diet,37500,U/kg dry diet,,,
ae,mg/org,no,,,mass/organism,1071533,2008391,266.12,6,111,ae mg/org,111,ae mg/org,,,
ai seed,mg/kg,yes,1,mg/kg,mass/mass,2423105,148798,201.25,6,800,ai mg/kg seed,800,mg/kg,800,mg/kg,
,cm3/eu,no,,,volume/noscience,2344560,96128,236.33,6,15,cm3/eu,15,cm3/eu,,,
,cm3/kg,yes,0.001,ml/g,volume/mass,2419274,8065610,,6,2,cm3/kg sd,0.002,ml/g,,,
soil,g/kg,yes,625,mg/kg,mass/mass,2385784,70226027,,6,182,g/1.6 kg soil,113750,mg/kg,,,
,g/kg,yes,555.555555555556,mg/kg,mass/mass,2135315,333415,304.35,6,4.7,g/1.8kg sd,2611.11111111111,mg/kg,,,
,g/l,yes,98039.2156862745,ug/l,mass/volume,2180898,7704349,,6,16,g/10.2 L,1568627.45098039,ug/l,,,
food,g/kg,yes,1,mg/kg,mass/mass,2286966,55852841,1729,6,50,g/1000 kg food,50,mg/kg,,,
,g/kg,yes,37.037037037037,mg/kg,mass/mass,2444800,137268,240.4,6,21,g/27 kg sd,777.777777777777,mg/kg,,,
,g/l/ha,no,,,mass/volume/area,2449413,88671890,288.77,6,360,g/300 L/ha,360,g/300 L/ha,,,
,g/m,yes,3.27868852459016E-05,g/cm,mass/length,1067100,2921882,350.6,6,181.6,g/305 m,0.005954098360656,g/cm,,,
dry,g/kg,yes,1000,mg/kg,mass/mass,2402518,133062,300.6,6,4,g/kg dry sd,4000,mg/kg,,,
,g/wk,no,,,mass/time,1041455,1490046,,6,8,g/wk,8,g/wk,,,
,g/kg,yes,1000,mg/kg,mass/mass,742467,197715858,,6,1.2,granules/kg bwt,1200,mg/kg,,,
,kg/l,yes,1000000000,ug/l,mass/volume,2347615,2163806,161.952,6,0.32,kg/L,320000000,ug/l,,,
bt,lb/acre,yes,0.112084667279431,g/m2,mass/area,2409592,67485294,494.5,6,1.52,lb bt/acre,0.170368694264735,g/m2,,,
,m3/ha,yes,100,ml/m2,volume/area,2391839,8069496,275.3,6,1.4,m3/ha,140,ml/m2,,,
,mCi,no,,,,761546,7757826,142.04,6,1,mCi,1,mCi,,,
fd,mmol/l,yes,0.001,mol/l,mol/volume,2449744,117395,302.23,6,0.25,mM fd,75557.5,ug/l,,,
,mg/g,yes,1000,mg/kg,mass/mass,1198305,94826,249.09,6,50,mg/g in solvent,50000,mg/kg,,,
,ml/lb,yes,2.20462262184878E-05,ml/g,volume/mass,2065319,120068373,437.1,6,25,ml/100 lb sd,0.000551155655462,ml/g,,,
,ml/ml,yes,869.565217391304,ul/l,volume/volume,2419610,106934,187.86,6,20,ml/1150 ml,17391.3043478261,ul/l,,,
,ml/cm,yes,0.393700787401575,ml/cm,volume/length,1128044,76738620,587.6,6,17,ml/2.54 cm tkdi,6.69291338582677,ml/cm,,,
,ml/l/ha,no,,,volume/volume/area,2449448,60207901,342.2,6,500,ml/300 L/ha,500,ml/300 L/ha,,,
,ml/mi,no,,,volume/time,1137605,62737,220.97,6,0.2,ml/45 mi,0.2,ml/45 mi,,,
,ml/org/d,no,,,volume/organism/time,1152881,8002651,,6,0.3,ml/org/d,0.3,ml/org/d,,,
,mol/org,no,,,mol/organism,2455274,35367385,310.68,6,3.2E-10,mol/org,3.2E-10,mol/org,,,
,nmol/l/l,no,,,mol/volume/volume,133129,7173979,,6,187,nM/L,187,nM/L,,,
dry,ng/g,yes,0.001,mg/kg,mass/mass,2334742,7439976,200.59,6,1408.7,ng/g dry fd,1.4087,mg/kg,,,
,oz/gal/acre,no,,,noscience/noscience/area,2453713,60207901,342.2,6,4,oz/60 gal/acre,4,oz/60 gal/acre,,,
,Ci/l,no,,,NA/volume,87669,14913292,307.077,6,0.85,pCi/L,0.85,pCi/L,,,
bdwt,ppm/d/kg,no,,,fraction/time/mass,1066114,68085858,449.8,6,5,ppm/d/kg bdwt,5,ppm/d/kg bdwt,,,
bdwt,ug/g,yes,0.1,mg/kg,mass/mass,212891,57636,296.4,6,5,ug/10 g bdwt,0.5,mg/kg,,,
,ug/ml,yes,20,ug/l,mass/volume,1005014,7681494,41.988172,6,50,ug/50 ml,1000,ug/l,,,
,ug/eu/d,no,,,mass/noscience/time,717624,1398614,,6,21,ug/eu/d,21,ug/eu/d,,,
 wt,ug/g,yes,1,mg/kg,mass/mass,2381563,25637994,641.7,6,12400,ug/g LD wt,12400,mg/kg,,,
wet,ug/g,yes,1,mg/kg,mass/mass,2370399,5902512,216.66,6,100,ug/g wet soil,100,mg/kg,,,
,ug/mm3,yes,1000000,ug/l,mass/volume,782437,52306328,,6,3.7,ug/mm3,3700000,ug/l,,,
,ul/ml,yes,1.38888888888889,ul/l,volume/volume,1133589,89838,150.22,6,0.1,ul/720 ml,0.138888888888889,ul/l,,,
,umol/mol,no,,,mol/mol,1007413,124389,44.009,6,200,umol/mol,200,umol/mol,,,
AI ,%/ha,no,,,fraction/area,1065556,101213,213.66,5,0.36,AI %/ha,0.36,AI %/ha,,,
AI ,fl oz/acre,no,,,noscience/area,1076693,83121180,381.1,5,3,AI fl oz/acre,3,AI fl oz/acre,,,
AI ,g/ha,yes,0.000246913580247,g/m2,mass/area,2218667,16752775,,5,204.1,AI g/0.405 ha,0.050395061728395,g/m2,,,
AI ,g/l,yes,100000,ug/l,mass/volume,1177076,2921882,350.6,5,9.8,AI g/10 L,980000,ug/l,,,
AI ,g/g,yes,10000,mg/kg,mass/mass,2458171,86479063,461.1,5,0.5,AI g/100 g bt,5000,mg/kg,,,
AI ,g/m2,yes,0.010752688172043,g/m2,mass/area,2235158,148798,201.25,5,42,AI g/93 m2,0.451612903225806,g/m2,,,
AI ,g/m2,yes,1,g/m2,mass/area,1041390,57837191,279.33,5,2,AI g/m2 canopy,2,g/m2,,,
AI ,kg/l/ha,no,,,mass/volume/area,2086340,2921882,350.6,5,2.24,AI kg/3741 L/ha,2.24,AI kg/3741 L/ha,,,
AI ,ml/gal,no,,,volume/noscience,1174029,52918635,505.2,5,5.5,AI ml/100 gal,5.5,AI ml/100 gal,,,
AI ,ml/kg,yes,0.001,ml/g,volume/mass,2156329,60515,229.3,5,3,AI ml/kg,0.003,ml/g,,,
