no_tests;norman_ecotox_group;endpoint;duration;unit;convert;value
4;Invertebrates;LC0;96;h;no;
6;Invertebrates;LC01;96;h;no;
6;Invertebrates;LC05;96;h;no;
6;Invertebrates;LC10;24;h;no;
1;Invertebrates;LC10;48;h;no;
4;Invertebrates;LC10;9;h;no;
10;Invertebrates;LC10;96;h;no;
12;Invertebrates;LC100;10.2;mi;no;
1;Invertebrates;LC100;30;mi;no;
1;Invertebrates;LC100;36;h;no;
2;Invertebrates;LC100;48;h;no;
5;Invertebrates;LC100;96;h;no;
6;Invertebrates;LC15;96;h;no;
1;Invertebrates;LC25;20;mi;no;
3;Invertebrates;LC50;10;d;no;
1;Invertebrates;LC50;10;mi;no;
1;Invertebrates;LC50;103.2;h;yes;acute
1;Invertebrates;LC50;10.6;d;no;
21;Invertebrates;LC50;12;h;yes;acute
1;Invertebrates;LC50;120;h;yes;acute
7;Invertebrates;LC50;120;mi;no;
1;Invertebrates;LC50;12.2;h;yes;acute
1;Invertebrates;LC50;12.5;h;yes;acute
3;Invertebrates;LC50;13;h;yes;acute
1;Invertebrates;LC50;13.3;h;yes;acute
1;Invertebrates;LC50;13.8;h;yes;acute
1;Invertebrates;LC50;14;d;no;
1;Invertebrates;LC50;14.9;h;yes;acute
2;Invertebrates;LC50;15;mi;no;
1;Invertebrates;LC50;15.7;h;yes;acute
1;Invertebrates;LC50;15.8;h;yes;acute
1;Invertebrates;LC50;16.3;h;yes;acute
3;Invertebrates;LC50;17;h;yes;acute
7;Invertebrates;LC50;180;mi;no;
1;Invertebrates;LC50;18.6;h;yes;acute
1;Invertebrates;LC50;18.7;h;yes;acute
1;Invertebrates;LC50;19;d;no;
1;Invertebrates;LC50;192;mi;no;
4;Invertebrates;LC50;20;d;no;
1;Invertebrates;LC50;21;d;no;
1;Invertebrates;LC50;21.7;h;yes;acute
766;Invertebrates;LC50;24;h;yes;acute
10;Invertebrates;LC50;240;mi;no;
1;Invertebrates;LC50;24.08333333;h;yes;acute
1;Invertebrates;LC50;245;mi;no;
1;Invertebrates;LC50;24.9;h;yes;acute
1;Invertebrates;LC50;26.1;h;yes;acute
1;Invertebrates;LC50;28;d;no;
1;Invertebrates;LC50;28;h;yes;acute
1;Invertebrates;LC50;28.7;h;yes;acute
1;Invertebrates;LC50;29.3;h;yes;acute
1;Invertebrates;LC50;30;h;yes;acute
7;Invertebrates;LC50;30;mi;no;
1;Invertebrates;LC50;36.8;h;yes;acute
1;Invertebrates;LC50;38;h;yes;acute
1;Invertebrates;LC50;39.8;h;yes;acute
1;Invertebrates;LC50;43.1;h;yes;acute
5;Invertebrates;LC50;45;mi;no;
237;Invertebrates;LC50;48;h;yes;acute
1;Invertebrates;LC50;5.9;h;no;
1;Invertebrates;LC50;6;d;no;
13;Invertebrates;LC50;6;h;no;
21;Invertebrates;LC50;60;mi;no;
1;Invertebrates;LC50;62.2;h;yes;acute
1;Invertebrates;LC50;63.8;h;yes;acute
1;Invertebrates;LC50;65;mi;no;
1;Invertebrates;LC50;65.8;h;yes;acute
7;Invertebrates;LC50;7;d;no;
2;Invertebrates;LC50;7;h;no;
53;Invertebrates;LC50;72;h;yes;acute
1;Invertebrates;LC50;7.7;h;no;
5;Invertebrates;LC50;8;h;no;
1;Invertebrates;LC50;84;h;yes;acute
7;Invertebrates;LC50;9;h;no;
178;Invertebrates;LC50;96;h;yes;acute
3;Invertebrates;LC50;NR;d;no;
8;Invertebrates;LC50;NR;NR;no;
11;Invertebrates;LC50/;24;h;yes;acute
2;Invertebrates;LC50/;30;mi;no;
1;Invertebrates;LC50/;48;h;yes;acute
1;Invertebrates;LC50/;72;h;yes;acute
1;Invertebrates;LC50/;96;h;yes;acute
2;Invertebrates;LC50*;180;mi;no;
9;Invertebrates;LC50*;24;h;yes;acute
4;Invertebrates;LC50*;48;h;yes;acute
8;Invertebrates;LC50*;7;d;no;
2;Invertebrates;LC50*;72;h;yes;acute
11;Invertebrates;LC50*;96;h;yes;acute
1;Invertebrates;LC80*;60;mi;no;
6;Invertebrates;LC85;96;h;no;
3;Invertebrates;LD50;10;d;no;
1;Invertebrates;LD50;17;d;no;
1;Invertebrates;LD50;24;h;yes;acute
5;Invertebrates;LD50;48;h;yes;acute
1;Invertebrates;LD50;6;h;no;
8;Invertebrates;LD50;7;d;no;
1;Invertebrates;LD50;8;d;no;
5;Invertebrates;LD50;96;h;yes;acute
7;Invertebrates;LETC;96;h;no;
1;Invertebrates;LOEC;0;mi;no;
9;Invertebrates;LOEC;1;ge;no;
10;Invertebrates;LOEC;10;d;yes;chronic
15;Invertebrates;LOEC;10;h;no;
6;Invertebrates;LOEC;10;mi;no;
1;Invertebrates;LOEC;105;mi;no;
22;Invertebrates;LOEC;11;d;yes;chronic
22;Invertebrates;LOEC;12;d;yes;chronic
4;Invertebrates;LOEC;12;ge;no;
22;Invertebrates;LOEC;12;h;no;
1;Invertebrates;LOEC;120;d;yes;chronic
22;Invertebrates;LOEC;120;h;no;
42;Invertebrates;LOEC;120;mi;no;
1;Invertebrates;LOEC;125;mi;no;
4;Invertebrates;LOEC;13;d;yes;chronic
7;Invertebrates;LOEC;130;mi;no;
1;Invertebrates;LOEC;132;mi;no;
17;Invertebrates;LOEC;14;d;yes;chronic
7;Invertebrates;LOEC;15;d;yes;chronic
2;Invertebrates;LOEC;15;ge;no;
2;Invertebrates;LOEC;16;d;yes;chronic
5;Invertebrates;LOEC;16;dpf;no;
1;Invertebrates;LOEC;162;d;yes;chronic
1;Invertebrates;LOEC;165;mi;no;
7;Invertebrates;LOEC;17;d;yes;chronic
4;Invertebrates;LOEC;18;d;yes;chronic
6;Invertebrates;LOEC;18;h;no;
17;Invertebrates;LOEC;180;mi;no;
7;Invertebrates;LOEC;2;ge;no;
1;Invertebrates;LOEC;2;mi;no;
23;Invertebrates;LOEC;20;d;yes;chronic
4;Invertebrates;LOEC;20;mi;no;
17;Invertebrates;LOEC;21;d;yes;chronic
4;Invertebrates;LOEC;23;d;yes;chronic
10;Invertebrates;LOEC;24;d;yes;chronic
83;Invertebrates;LOEC;24;h;no;
2;Invertebrates;LOEC;240;hph;no;
2;Invertebrates;LOEC;240;mi;no;
3;Invertebrates;LOEC;27;d;yes;chronic
31;Invertebrates;LOEC;28;d;yes;chronic
3;Invertebrates;LOEC;29;d;yes;chronic
7;Invertebrates;LOEC;3;ge;no;
2;Invertebrates;LOEC;3;yr;yes;chronic
3;Invertebrates;LOEC;30;d;yes;chronic
20;Invertebrates;LOEC;30;h;no;
18;Invertebrates;LOEC;30;mi;no;
5;Invertebrates;LOEC;300;mi;no;
1;Invertebrates;LOEC;31;d;yes;chronic
3;Invertebrates;LOEC;34;d;yes;chronic
5;Invertebrates;LOEC;35;d;yes;chronic
1;Invertebrates;LOEC;35;mi;no;
4;Invertebrates;LOEC;36;h;no;
1;Invertebrates;LOEC;390;d;yes;chronic
2;Invertebrates;LOEC;4;ge;no;
1;Invertebrates;LOEC;4;mi;no;
1;Invertebrates;LOEC;40;mi;no;
3;Invertebrates;LOEC;41;d;yes;chronic
2;Invertebrates;LOEC;42;d;yes;chronic
17;Invertebrates;LOEC;45;mi;no;
3;Invertebrates;LOEC;48;d;yes;chronic
136;Invertebrates;LOEC;48;h;no;
2;Invertebrates;LOEC;48;s;no;
4;Invertebrates;LOEC;49;d;yes;chronic
2;Invertebrates;LOEC;50;d;yes;chronic
4;Invertebrates;LOEC;51;h;no;
4;Invertebrates;LOEC;55;d;yes;chronic
3;Invertebrates;LOEC;5.5;h;no;
1;Invertebrates;LOEC;56;d;yes;chronic
16;Invertebrates;LOEC;6;d;yes;chronic
16;Invertebrates;LOEC;6;h;no;
1;Invertebrates;LOEC;6;mi;no;
2;Invertebrates;LOEC;60;d;yes;chronic
2;Invertebrates;LOEC;60;h;no;
59;Invertebrates;LOEC;60;mi;no;
3;Invertebrates;LOEC;62;d;yes;chronic
1;Invertebrates;LOEC;63;d;yes;chronic
1;Invertebrates;LOEC;68;d;yes;chronic
2;Invertebrates;LOEC;69;d;yes;chronic
42;Invertebrates;LOEC;7;d;yes;chronic
2;Invertebrates;LOEC;70;d;yes;chronic
4;Invertebrates;LOEC;71;h;no;
41;Invertebrates;LOEC;72;h;no;
7;Invertebrates;LOEC;72;hpf;no;
3;Invertebrates;LOEC;75;mi;no;
1;Invertebrates;LOEC;77;d;yes;chronic
7;Invertebrates;LOEC;8;d;yes;chronic
3;Invertebrates;LOEC;8;h;no;
1;Invertebrates;LOEC;8;mi;no;
1;Invertebrates;LOEC;80;d;yes;chronic
1;Invertebrates;LOEC;80;mi;no;
4;Invertebrates;LOEC;89;h;no;
14;Invertebrates;LOEC;9;d;yes;chronic
6;Invertebrates;LOEC;90;mi;no;
2;Invertebrates;LOEC;95;h;no;
57;Invertebrates;LOEC;96;h;no;
2;Invertebrates;LOEC;NR;clv;no;
8;Invertebrates;LOEC;NR;d;no;
6;Invertebrates;LOEC;NR;dpf;no;
5;Invertebrates;LOEC;NR;h;no;
8;Invertebrates;LOEC;NR;mi;no;
3;Invertebrates;LOEC;NR;NR;no;
2;Invertebrates;LOEC/;20;mi;no;
1;Invertebrates;LOEC/;7;d;yes;chronic
1;Invertebrates;LOEL;1;yr;yes;chronic
8;Invertebrates;LOEL;10;d;yes;chronic
2;Invertebrates;LOEL;10;mi;no;
1;Invertebrates;LOEL;11;d;yes;chronic
2;Invertebrates;LOEL;12;h;no;
7;Invertebrates;LOEL;120;h;no;
9;Invertebrates;LOEL;120;mi;no;
2;Invertebrates;LOEL;127;d;yes;chronic
1;Invertebrates;LOEL;13;d;yes;chronic
11;Invertebrates;LOEL;14;d;yes;chronic
1;Invertebrates;LOEL;14;h;no;
4;Invertebrates;LOEL;15;d;yes;chronic
2;Invertebrates;LOEL;15;mi;no;
2;Invertebrates;LOEL;150;d;yes;chronic
8;Invertebrates;LOEL;16;d;yes;chronic
4;Invertebrates;LOEL;168;d;yes;chronic
2;Invertebrates;LOEL;18;d;yes;chronic
5;Invertebrates;LOEL;18;h;no;
4;Invertebrates;LOEL;180;mi;no;
4;Invertebrates;LOEL;19;d;yes;chronic
1;Invertebrates;LOEL;19;h;no;
6;Invertebrates;LOEL;20;d;yes;chronic
2;Invertebrates;LOEL;20;h;no;
12;Invertebrates;LOEL;20;mi;no;
2;Invertebrates;LOEL;21;d;yes;chronic
1;Invertebrates;LOEL;210;mi;no;
1;Invertebrates;LOEL;24;d;yes;chronic
22;Invertebrates;LOEL;24;h;no;
1;Invertebrates;LOEL;240;d;yes;chronic
1;Invertebrates;LOEL;240;mi;no;
6;Invertebrates;LOEL;24.03;h;no;
1;Invertebrates;LOEL;26;h;no;
14;Invertebrates;LOEL;27;d;yes;chronic
6;Invertebrates;LOEL;28;d;yes;chronic
1;Invertebrates;LOEL;29;d;yes;chronic
1;Invertebrates;LOEL;291;d;yes;chronic
4;Invertebrates;LOEL;3;mi;no;
3;Invertebrates;LOEL;30;d;yes;chronic
6;Invertebrates;LOEL;30;mi;no;
4;Invertebrates;LOEL;300;mi;no;
7;Invertebrates;LOEL;40;d;yes;chronic
1;Invertebrates;LOEL;42;d;yes;chronic
1;Invertebrates;LOEL;45;mi;no;
15;Invertebrates;LOEL;48;h;no;
1;Invertebrates;LOEL;49;d;yes;chronic
1;Invertebrates;LOEL;50;d;yes;chronic
3;Invertebrates;LOEL;53;d;yes;chronic
1;Invertebrates;LOEL;5.5;h;no;
1;Invertebrates;LOEL;56;d;yes;chronic
1;Invertebrates;LOEL;57;d;yes;chronic
7;Invertebrates;LOEL;6;d;yes;chronic
5;Invertebrates;LOEL;6;h;no;
2;Invertebrates;LOEL;6;mi;no;
1;Invertebrates;LOEL;60;d;yes;chronic
8;Invertebrates;LOEL;60;mi;no;
1;Invertebrates;LOEL;60;s;no;
2;Invertebrates;LOEL;67;d;yes;chronic
7;Invertebrates;LOEL;7;d;yes;chronic
1;Invertebrates;LOEL;70;d;yes;chronic
1;Invertebrates;LOEL;70;mi;no;
4;Invertebrates;LOEL;72;h;no;
1;Invertebrates;LOEL;8;d;yes;chronic
8;Invertebrates;LOEL;8;h;no;
1;Invertebrates;LOEL;80;d;yes;chronic
3;Invertebrates;LOEL;85;d;yes;chronic
1;Invertebrates;LOEL;9;d;yes;chronic
2;Invertebrates;LOEL;90;d;yes;chronic
1;Invertebrates;LOEL;90;s;no;
19;Invertebrates;LOEL;96;h;no;
1;Invertebrates;LOEL;NR;ej;no;
4;Invertebrates;LOEL;NR;gts;no;
3;Invertebrates;LOEL;NR;h;no;
3;Invertebrates;LT50;10;h;no;
5;Invertebrates;LT50;100;h;yes;acute
1;Invertebrates;LT50;1034;s;no;
1;Invertebrates;LT50;1037;s;no;
1;Invertebrates;LT50;1049;s;no;
1;Invertebrates;LT50;106.8;h;yes;acute
1;Invertebrates;LT50;108.48;h;yes;acute
1;Invertebrates;LT50;11.2;h;no;
1;Invertebrates;LT50;113.28;h;yes;acute
1;Invertebrates;LT50;12.2;h;yes;acute
1;Invertebrates;LT50;13.3;h;yes;acute
1;Invertebrates;LT50;13.6;h;yes;acute
1;Invertebrates;LT50;14;h;yes;acute
1;Invertebrates;LT50;14.4;h;yes;acute
1;Invertebrates;LT50;14.41666667;h;yes;acute
1;Invertebrates;LT50;148;mi;no;
1;Invertebrates;LT50;15.2;h;yes;acute
1;Invertebrates;LT50;15.8;h;yes;acute
1;Invertebrates;LT50;16.8;mi;no;
1;Invertebrates;LT50;18;h;yes;acute
1;Invertebrates;LT50;180;mi;no;
1;Invertebrates;LT50;219;s;no;
2;Invertebrates;LT50;24;h;yes;acute
1;Invertebrates;LT50;26.6;h;yes;acute
1;Invertebrates;LT50;298;s;no;
1;Invertebrates;LT50;30;h;yes;acute
2;Invertebrates;LT50;300;mi;no;
1;Invertebrates;LT50;30.5;h;yes;acute
1;Invertebrates;LT50;3.5;mi;no;
1;Invertebrates;LT50;35.1;h;yes;acute
1;Invertebrates;LT50;39;mi;no;
1;Invertebrates;LT50;40;mi;no;
1;Invertebrates;LT50;44.3;h;yes;acute
1;Invertebrates;LT50;457;s;no;
1;Invertebrates;LT50;46.8;h;yes;acute
1;Invertebrates;LT50;46.8;mi;no;
1;Invertebrates;LT50;47;s;no;
1;Invertebrates;LT50;5;mi;no;
1;Invertebrates;LT50;54;h;yes;acute
1;Invertebrates;LT50;5.83;d;no;
1;Invertebrates;LT50;6;h;no;
1;Invertebrates;LT50;60;mi;no;
1;Invertebrates;LT50;6.316666667;h;no;
1;Invertebrates;LT50;640;s;no;
1;Invertebrates;LT50;67;h;yes;acute
1;Invertebrates;LT50;690;s;no;
1;Invertebrates;LT50;695;s;no;
1;Invertebrates;LT50;7;s;no;
1;Invertebrates;LT50;72;h;yes;acute
1;Invertebrates;LT50;7.33;d;no;
2;Invertebrates;LT50;860;s;no;
1;Invertebrates;LT50;87.6;mi;no;
1;Invertebrates;LT50;879;s;no;
1;Invertebrates;LT50;88.08;h;yes;acute
1;Invertebrates;LT50;881;s;no;
1;Invertebrates;LT50;914;s;no;
2;Invertebrates;LT50;99.6;mi;no;
10;Invertebrates;LT50;NR;h;no;
9;Invertebrates;LT50;NR;mi;no;
12;Invertebrates;LT90;1;mi;no;
5;Invertebrates;LT90;10;mi;no;
2;Invertebrates;LT90;11;mi;no;
1;Invertebrates;LT90;11.5;mi;no;
1;Invertebrates;LT90;12;mi;no;
1;Invertebrates;LT90;13;mi;no;
3;Invertebrates;LT90;15;mi;no;
21;Invertebrates;LT90;1.5;mi;no;
1;Invertebrates;LT90;16;mi;no;
1;Invertebrates;LT90;17;mi;no;
1;Invertebrates;LT90;18;mi;no;
1;Invertebrates;LT90;19;mi;no;
3;Invertebrates;LT90;2;mi;no;
1;Invertebrates;LT90;21;mi;no;
6;Invertebrates;LT90;2.5;mi;no;
4;Invertebrates;LT90;3;mi;no;
2;Invertebrates;LT90;31;mi;no;
3;Invertebrates;LT90;3.5;mi;no;
1;Invertebrates;LT90;39;mi;no;
5;Invertebrates;LT90;4;mi;no;
2;Invertebrates;LT90;40;mi;no;
6;Invertebrates;LT90;5;mi;no;
1;Invertebrates;LT90;53;mi;no;
2;Invertebrates;LT90;5.5;mi;no;
3;Invertebrates;LT90;6;mi;no;
4;Invertebrates;LT90;60;mi;no;
1;Invertebrates;LT90;7;mi;no;
1;Invertebrates;LT90;8;mi;no;
1;Invertebrates;LT90;8.5;mi;no;
1;Invertebrates;LT90;87;mi;no;
1;Invertebrates;LT90;9;mi;no;
60;Invertebrates;LT90;NR;mi;no;
1;Invertebrates;LT97;16.73333333;h;no;
1;Invertebrates;LT97;50.25;h;no;
3;Invertebrates;MATC;10;h;no;
1;Invertebrates;MATC;11;d;no;
12;Invertebrates;MATC;12;h;no;
1;Invertebrates;MATC;120;d;no;
1;Invertebrates;MATC;14;d;no;
1;Invertebrates;MATC;15;h;no;
2;Invertebrates;MATC;19;h;no;
6;Invertebrates;MATC;21;d;no;
1;Invertebrates;MATC;24;d;no;
12;Invertebrates;MATC;24;h;no;
4;Invertebrates;MATC;28;d;no;
1;Invertebrates;MATC;30;d;no;
4;Invertebrates;MATC;300;mi;no;
2;Invertebrates;MATC;36;h;no;
1;Invertebrates;MATC;390;d;no;
5;Invertebrates;MATC;40;mi;no;
4;Invertebrates;MATC;45;mi;no;
25;Invertebrates;MATC;48;h;no;
2;Invertebrates;MATC;48;s;no;
1;Invertebrates;MATC;60;h;no;
5;Invertebrates;MATC;60;mi;no;
2;Invertebrates;MATC;7;d;no;
4;Invertebrates;MATC;72;h;no;
4;Invertebrates;MATC;8;h;no;
6;Invertebrates;MATC;90;mi;no;
13;Invertebrates;MATC;96;h;no;
15;Invertebrates;MATC;NR;frt;no;
9;Invertebrates;MATC;NR;h;no;
22;Invertebrates;MATC;NR;mi;no;
1;Invertebrates;MATC/;21;d;no;
2;Invertebrates;MATC*;20;mi;no;
1;Invertebrates;NOEC;0;h;no;
8;Invertebrates;NOEC;1;ge;no;
18;Invertebrates;NOEC;10;d;yes;chronic
15;Invertebrates;NOEC;10;h;no;
6;Invertebrates;NOEC;10;mi;no;
2;Invertebrates;NOEC;105;d;yes;chronic
2;Invertebrates;NOEC;108;h;no;
1;Invertebrates;NOEC;11;d;yes;chronic
21;Invertebrates;NOEC;12;d;yes;chronic
3;Invertebrates;NOEC;12;ge;no;
22;Invertebrates;NOEC;12;h;no;
1;Invertebrates;NOEC;120;d;yes;chronic
24;Invertebrates;NOEC;120;h;no;
62;Invertebrates;NOEC;120;mi;no;
1;Invertebrates;NOEC;125;mi;no;
4;Invertebrates;NOEC;13;d;yes;chronic
1;Invertebrates;NOEC;130;d;yes;chronic
7;Invertebrates;NOEC;130;mi;no;
1;Invertebrates;NOEC;132;mi;no;
2;Invertebrates;NOEC;133;d;yes;chronic
33;Invertebrates;NOEC;14;d;yes;chronic
1;Invertebrates;NOEC;14;h;no;
14;Invertebrates;NOEC;15;d;yes;chronic
1;Invertebrates;NOEC;15;ge;no;
2;Invertebrates;NOEC;15;mi;no;
3;Invertebrates;NOEC;16;d;yes;chronic
9;Invertebrates;NOEC;16;dpf;no;
2;Invertebrates;NOEC;168;d;yes;chronic
2;Invertebrates;NOEC;16.8;h;no;
14;Invertebrates;NOEC;17;d;yes;chronic
7;Invertebrates;NOEC;18;d;yes;chronic
3;Invertebrates;NOEC;18;h;no;
21;Invertebrates;NOEC;180;mi;no;
7;Invertebrates;NOEC;2;ge;no;
1;Invertebrates;NOEC;2;mi;no;
1;Invertebrates;NOEC;2;yr;yes;chronic
23;Invertebrates;NOEC;20;d;yes;chronic
12;Invertebrates;NOEC;20;mi;no;
27;Invertebrates;NOEC;21;d;yes;chronic
1;Invertebrates;NOEC;22;d;yes;chronic
2;Invertebrates;NOEC;23;d;yes;chronic
6;Invertebrates;NOEC;24;d;yes;chronic
115;Invertebrates;NOEC;24;h;no;
3;Invertebrates;NOEC;240;hph;no;
2;Invertebrates;NOEC;240;mi;no;
3;Invertebrates;NOEC;27;d;yes;chronic
45;Invertebrates;NOEC;28;d;yes;chronic
4;Invertebrates;NOEC;29;d;yes;chronic
2;Invertebrates;NOEC;294;d;yes;chronic
5;Invertebrates;NOEC;3;ge;no;
4;Invertebrates;NOEC;3;hpf;no;
2;Invertebrates;NOEC;3;yr;yes;chronic
11;Invertebrates;NOEC;30;d;yes;chronic
15;Invertebrates;NOEC;30;h;no;
37;Invertebrates;NOEC;30;mi;no;
4;Invertebrates;NOEC;300;mi;no;
5;Invertebrates;NOEC;31;d;yes;chronic
1;Invertebrates;NOEC;32;h;no;
2;Invertebrates;NOEC;329;d;yes;chronic
3;Invertebrates;NOEC;34;d;yes;chronic
12;Invertebrates;NOEC;35;d;yes;chronic
10;Invertebrates;NOEC;35;mi;no;
2;Invertebrates;NOEC;357;d;yes;chronic
3;Invertebrates;NOEC;36;h;no;
2;Invertebrates;NOEC;385;d;yes;chronic
1;Invertebrates;NOEC;390;d;yes;chronic
18;Invertebrates;NOEC;40;mi;no;
3;Invertebrates;NOEC;41;d;yes;chronic
17;Invertebrates;NOEC;42;d;yes;chronic
3;Invertebrates;NOEC;43;d;yes;chronic
15;Invertebrates;NOEC;45;mi;no;
1;Invertebrates;NOEC;47;d;yes;chronic
4;Invertebrates;NOEC;48;d;yes;chronic
306;Invertebrates;NOEC;48;h;no;
2;Invertebrates;NOEC;48;s;no;
6;Invertebrates;NOEC;49;d;yes;chronic
3;Invertebrates;NOEC;51;d;yes;chronic
1;Invertebrates;NOEC;52;d;yes;chronic
7;Invertebrates;NOEC;55;d;yes;chronic
11;Invertebrates;NOEC;5.5;h;no;
11;Invertebrates;NOEC;56;d;yes;chronic
28;Invertebrates;NOEC;6;d;yes;chronic
14;Invertebrates;NOEC;6;h;no;
3;Invertebrates;NOEC;60;d;yes;chronic
3;Invertebrates;NOEC;60;h;no;
94;Invertebrates;NOEC;60;mi;no;
1;Invertebrates;NOEC;60;s;no;
4;Invertebrates;NOEC;62;d;yes;chronic
1;Invertebrates;NOEC;63;d;yes;chronic
1;Invertebrates;NOEC;68;d;yes;chronic
2;Invertebrates;NOEC;69;d;yes;chronic
67;Invertebrates;NOEC;7;d;yes;chronic
3;Invertebrates;NOEC;70;d;yes;chronic
79;Invertebrates;NOEC;72;h;no;
13;Invertebrates;NOEC;72;hpf;no;
4;Invertebrates;NOEC;75;d;yes;chronic
4;Invertebrates;NOEC;75;mi;no;
4;Invertebrates;NOEC;77;d;yes;chronic
38;Invertebrates;NOEC;79.8;mi;no;
4;Invertebrates;NOEC;8;d;yes;chronic
1;Invertebrates;NOEC;8;h;no;
1;Invertebrates;NOEC;80;d;yes;chronic
2;Invertebrates;NOEC;80;mi;no;
2;Invertebrates;NOEC;84;d;yes;chronic
18;Invertebrates;NOEC;9;d;yes;chronic
1;Invertebrates;NOEC;9;dpf;no;
1;Invertebrates;NOEC;90;d;yes;chronic
5;Invertebrates;NOEC;90;mi;no;
1;Invertebrates;NOEC;94;d;yes;chronic
122;Invertebrates;NOEC;96;h;no;
2;Invertebrates;NOEC;NR;clv;no;
8;Invertebrates;NOEC;NR;d;no;
10;Invertebrates;NOEC;NR;dpf;no;
3;Invertebrates;NOEC;NR;h;no;
4;Invertebrates;NOEC;NR;mi;no;
2;Invertebrates;NOEC/;17;d;yes;chronic
2;Invertebrates;NOEC/;20;mi;no;
1;Invertebrates;NOEC/;60;mi;no;
16;Invertebrates;NOEL;10;d;yes;chronic
1;Invertebrates;NOEL;112;d;yes;chronic
2;Invertebrates;NOEL;12;h;no;
12;Invertebrates;NOEL;120;h;no;
1;Invertebrates;NOEL;120;mi;no;
4;Invertebrates;NOEL;13;d;yes;chronic
6;Invertebrates;NOEL;14;d;yes;chronic
2;Invertebrates;NOEL;14;h;no;
1;Invertebrates;NOEL;15;d;yes;chronic
3;Invertebrates;NOEL;16;d;yes;chronic
2;Invertebrates;NOEL;18;d;yes;chronic
16;Invertebrates;NOEL;18;h;no;
5;Invertebrates;NOEL;180;mi;no;
1;Invertebrates;NOEL;2;mi;no;
3;Invertebrates;NOEL;2;yr;yes;chronic
1;Invertebrates;NOEL;20;d;yes;chronic
2;Invertebrates;NOEL;20;h;no;
4;Invertebrates;NOEL;20;mi;no;
5;Invertebrates;NOEL;21;d;yes;chronic
1;Invertebrates;NOEL;210;d;yes;chronic
1;Invertebrates;NOEL;210;mi;no;
1;Invertebrates;NOEL;24;d;yes;chronic
12;Invertebrates;NOEL;24;h;no;
3;Invertebrates;NOEL;240;mi;no;
1;Invertebrates;NOEL;26;h;no;
8;Invertebrates;NOEL;27;d;yes;chronic
8;Invertebrates;NOEL;28;d;yes;chronic
1;Invertebrates;NOEL;291;d;yes;chronic
7;Invertebrates;NOEL;3;mi;no;
7;Invertebrates;NOEL;30;d;yes;chronic
2;Invertebrates;NOEL;30;h;no;
5;Invertebrates;NOEL;30;mi;no;
4;Invertebrates;NOEL;300;mi;no;
16;Invertebrates;NOEL;350;d;yes;chronic
4;Invertebrates;NOEL;36;h;no;
6;Invertebrates;NOEL;40;d;yes;chronic
1;Invertebrates;NOEL;42;d;yes;chronic
23;Invertebrates;NOEL;48;h;no;
1;Invertebrates;NOEL;50;d;yes;chronic
3;Invertebrates;NOEL;53;d;yes;chronic
4;Invertebrates;NOEL;5.5;h;no;
2;Invertebrates;NOEL;56;d;yes;chronic
1;Invertebrates;NOEL;57;d;yes;chronic
2;Invertebrates;NOEL;58;d;yes;chronic
13;Invertebrates;NOEL;6;d;yes;chronic
4;Invertebrates;NOEL;6;h;no;
1;Invertebrates;NOEL;6;mi;no;
3;Invertebrates;NOEL;60;d;yes;chronic
3;Invertebrates;NOEL;60;mi;no;
1;Invertebrates;NOEL;60;s;no;
2;Invertebrates;NOEL;67;d;yes;chronic
12;Invertebrates;NOEL;7;d;yes;chronic
1;Invertebrates;NOEL;70;d;yes;chronic
1;Invertebrates;NOEL;70;mi;no;
2;Invertebrates;NOEL;72;h;no;
2;Invertebrates;NOEL;8;h;no;
6;Invertebrates;NOEL;9;d;yes;chronic
2;Invertebrates;NOEL;90;d;yes;chronic
3;Invertebrates;NOEL;90;mi;no;
1;Invertebrates;NOEL;90;s;no;
16;Invertebrates;NOEL;96;h;no;
2;Invertebrates;NOEL;NR;gts;no;
3;Invertebrates;NOEL;NR;h;no;
2;Invertebrates;NOER;96;h;no;
19;Invertebrates;NR;1;mi;no;
5;Invertebrates;NR;1;yr;no;
29;Invertebrates;NR;10;d;no;
4;Invertebrates;NR;10;h;no;
24;Invertebrates;NR;10;mi;no;
9;Invertebrates;NR;10.2;mi;no;
2;Invertebrates;NR;108;mi;no;
2;Invertebrates;NR;11;d;no;
2;Invertebrates;NR;112;d;no;
1;Invertebrates;NR;115.44;h;no;
2;Invertebrates;NR;12;d;no;
38;Invertebrates;NR;12;h;no;
5;Invertebrates;NR;12;mi;no;
11;Invertebrates;NR;120;d;no;
9;Invertebrates;NR;120;h;no;
23;Invertebrates;NR;120;mi;no;
1;Invertebrates;NR;13;d;no;
2;Invertebrates;NR;130;d;no;
1;Invertebrates;NR;13.5;h;no;
2;Invertebrates;NR;138;d;no;
23;Invertebrates;NR;14;d;no;
6;Invertebrates;NR;15;d;no;
2;Invertebrates;NR;15;h;no;
36;Invertebrates;NR;15;mi;no;
10;Invertebrates;NR;150;d;no;
2;Invertebrates;NR;150;mi;no;
3;Invertebrates;NR;16;h;no;
1;Invertebrates;NR;160;mi;no;
1;Invertebrates;NR;161;d;no;
3;Invertebrates;NR;17;h;no;
2;Invertebrates;NR;1710;d;no;
8;Invertebrates;NR;18;h;no;
7;Invertebrates;NR;1.8;mi;no;
19;Invertebrates;NR;180;mi;no;
1;Invertebrates;NR;18.6;mi;no;
2;Invertebrates;NR;19;d;no;
3;Invertebrates;NR;1.98;mi;no;
