no_tests;norman_ecotox_group;endpoint;duration;unit;convert;value
2;Crustaceans;LT50;47.3;h;yes;acute
22;Crustaceans;LT50;48;h;yes;acute
2;Crustaceans;LT50;4.8;mi;no;
1;Crustaceans;LT50;48.4;mi;no;
1;Crustaceans;LT50;48.6;mi;no;
1;Crustaceans;LT50;48.61;h;yes;acute
6;Crustaceans;LT50;49;h;yes;acute
2;Crustaceans;LT50;4.98;mi;no;
3;Crustaceans;LT50;49.8;mi;no;
12;Crustaceans;LT50;50;h;yes;acute
1;Crustaceans;LT50;50.05;h;yes;acute
1;Crustaceans;LT50;5.01;d;no;
1;Crustaceans;LT50;50.1;mi;no;
2;Crustaceans;LT50;50.4;h;yes;acute
1;Crustaceans;LT50;50.8;mi;no;
1;Crustaceans;LT50;5.09;d;no;
1;Crustaceans;LT50;51.41;h;yes;acute
1;Crustaceans;LT50;51.5;h;yes;acute
1;Crustaceans;LT50;51.6;mi;no;
1;Crustaceans;LT50;51.8;h;yes;acute
7;Crustaceans;LT50;52;h;yes;acute
1;Crustaceans;LT50;5.2;d;no;
1;Crustaceans;LT50;52.1;h;yes;acute
1;Crustaceans;LT50;52.52;h;yes;acute
1;Crustaceans;LT50;5.27;h;no;
2;Crustaceans;LT50;52.8;h;yes;acute
1;Crustaceans;LT50;52.8;mi;no;
4;Crustaceans;LT50;53;h;yes;acute
1;Crustaceans;LT50;5.3;h;no;
1;Crustaceans;LT50;53.3;h;yes;acute
1;Crustaceans;LT50;5.333333333;d;no;
1;Crustaceans;LT50;5.35;d;no;
1;Crustaceans;LT50;53.82;mi;no;
1;Crustaceans;LT50;5.383;h;no;
5;Crustaceans;LT50;54;h;yes;acute
1;Crustaceans;LT50;54;mi;no;
1;Crustaceans;LT50;5.45;d;no;
1;Crustaceans;LT50;54.6;h;yes;acute
3;Crustaceans;LT50;55;h;yes;acute
4;Crustaceans;LT50;5.5;d;no;
1;Crustaceans;LT50;55.2;mi;no;
2;Crustaceans;LT50;55.66;h;yes;acute
1;Crustaceans;LT50;55.68;h;yes;acute
1;Crustaceans;LT50;5.57;d;no;
1;Crustaceans;LT50;55.8;h;yes;acute
1;Crustaceans;LT50;55.9;mi;no;
1;Crustaceans;LT50;55.92;h;yes;acute
4;Crustaceans;LT50;56;h;yes;acute
1;Crustaceans;LT50;5.6;h;no;
1;Crustaceans;LT50;56.1;h;yes;acute
1;Crustaceans;LT50;5.625;d;no;
1;Crustaceans;LT50;5.629166667;d;no;
1;Crustaceans;LT50;5.65;d;no;
1;Crustaceans;LT50;56.8;mi;no;
2;Crustaceans;LT50;57;h;yes;acute
1;Crustaceans;LT50;57.1;h;yes;acute
2;Crustaceans;LT50;5.75;d;no;
1;Crustaceans;LT50;57.6;h;yes;acute
1;Crustaceans;LT50;57.6;mi;no;
1;Crustaceans;LT50;57.67;h;yes;acute
4;Crustaceans;LT50;58;h;yes;acute
1;Crustaceans;LT50;5.8;d;no;
1;Crustaceans;LT50;5.804166667;d;no;
1;Crustaceans;LT50;58.2;mi;no;
2;Crustaceans;LT50;5.83;h;no;
2;Crustaceans;LT50;5.833333333;d;no;
1;Crustaceans;LT50;58.8;mi;no;
1;Crustaceans;LT50;5.9;d;no;
1;Crustaceans;LT50;59.4;h;yes;acute
5;Crustaceans;LT50;6;d;no;
4;Crustaceans;LT50;6;h;no;
3;Crustaceans;LT50;60;h;yes;acute
16;Crustaceans;LT50;60;mi;no;
1;Crustaceans;LT50;60.24;h;yes;acute
1;Crustaceans;LT50;6.041666667;d;no;
1;Crustaceans;LT50;60.8;h;yes;acute
1;Crustaceans;LT50;60.9;d;no;
1;Crustaceans;LT50;61;h;yes;acute
1;Crustaceans;LT50;61.3;h;yes;acute
1;Crustaceans;LT50;6.166666667;d;no;
1;Crustaceans;LT50;6.2;h;no;
3;Crustaceans;LT50;6.25;d;no;
1;Crustaceans;LT50;6.29;h;no;
1;Crustaceans;LT50;63;h;yes;acute
1;Crustaceans;LT50;63.1;h;yes;acute
2;Crustaceans;LT50;6.33;h;no;
1;Crustaceans;LT50;63.31;h;yes;acute
4;Crustaceans;LT50;64;h;yes;acute
1;Crustaceans;LT50;6.43;d;no;
1;Crustaceans;LT50;6.475416667;d;no;
1;Crustaceans;LT50;64.8;h;yes;acute
1;Crustaceans;LT50;65;h;yes;acute
1;Crustaceans;LT50;6.5;d;no;
3;Crustaceans;LT50;6.5;h;no;
1;Crustaceans;LT50;65.76;h;yes;acute
5;Crustaceans;LT50;66;h;yes;acute
1;Crustaceans;LT50;6.6125;d;no;
2;Crustaceans;LT50;6.666666667;d;no;
1;Crustaceans;LT50;6.67;h;no;
1;Crustaceans;LT50;66.72;h;yes;acute
1;Crustaceans;LT50;67;h;yes;acute
1;Crustaceans;LT50;6.7;d;no;
1;Crustaceans;LT50;6.7;h;no;
1;Crustaceans;LT50;67.2;h;yes;acute
1;Crustaceans;LT50;68;h;yes;acute
1;Crustaceans;LT50;6.8;h;no;
2;Crustaceans;LT50;69;h;yes;acute
1;Crustaceans;LT50;6.93;h;no;
3;Crustaceans;LT50;7;d;yes;acute
4;Crustaceans;LT50;70;h;yes;acute
1;Crustaceans;LT50;70.2;mi;no;
1;Crustaceans;LT50;70.33;h;yes;acute
1;Crustaceans;LT50;7.083333333;d;no;
1;Crustaceans;LT50;7.09;h;no;
1;Crustaceans;LT50;71;h;yes;acute
1;Crustaceans;LT50;7.1;d;no;
1;Crustaceans;LT50;71.2;h;yes;acute
1;Crustaceans;LT50;7.125;d;no;
1;Crustaceans;LT50;71.28;h;yes;acute
1;Crustaceans;LT50;7.14;d;no;
1;Crustaceans;LT50;7.15;d;no;
14;Crustaceans;LT50;72;h;yes;acute
1;Crustaceans;LT50;72;mi;no;
1;Crustaceans;LT50;72.39;h;yes;acute
1;Crustaceans;LT50;72.9;h;yes;acute
1;Crustaceans;LT50;7.3;h;no;
1;Crustaceans;LT50;7.31;h;no;
1;Crustaceans;LT50;73.2;mi;no;
1;Crustaceans;LT50;7.33;d;no;
1;Crustaceans;LT50;7.333333333;d;no;
1;Crustaceans;LT50;73.8;mi;no;
6;Crustaceans;LT50;74;h;yes;acute
1;Crustaceans;LT50;74.7;h;yes;acute
2;Crustaceans;LT50;75;h;yes;acute
1;Crustaceans;LT50;75;mi;no;
1;Crustaceans;LT50;7.5;d;no;
1;Crustaceans;LT50;7.52;h;no;
1;Crustaceans;LT50;75.25;h;yes;acute
1;Crustaceans;LT50;7.6;d;no;
1;Crustaceans;LT50;76.69;h;yes;acute
2;Crustaceans;LT50;7.67;d;no;
1;Crustaceans;LT50;7.67;h;no;
1;Crustaceans;LT50;76.8;h;yes;acute
1;Crustaceans;LT50;77;h;yes;acute
1;Crustaceans;LT50;7.7;d;no;
1;Crustaceans;LT50;7.7;h;no;
2;Crustaceans;LT50;78;h;yes;acute
1;Crustaceans;LT50;78;mi;no;
1;Crustaceans;LT50;7.8;mi;no;
1;Crustaceans;LT50;79;h;yes;acute
1;Crustaceans;LT50;7.9;d;no;
1;Crustaceans;LT50;7.9;h;no;
3;Crustaceans;LT50;7.916666667;d;no;
1;Crustaceans;LT50;7.98;d;no;
6;Crustaceans;LT50;79.8;mi;no;
1;Crustaceans;LT50;79.92;h;yes;acute
2;Crustaceans;LT50;8;d;no;
4;Crustaceans;LT50;8;h;no;
8;Crustaceans;LT50;80;h;yes;acute
1;Crustaceans;LT50;80;mi;no;
1;Crustaceans;LT50;8.04;d;no;
1;Crustaceans;LT50;80.4;mi;no;
1;Crustaceans;LT50;80.76;h;yes;acute
1;Crustaceans;LT50;81;h;yes;acute
1;Crustaceans;LT50;8.2;d;no;
1;Crustaceans;LT50;82.2;mi;no;
1;Crustaceans;LT50;82.65;h;yes;acute
1;Crustaceans;LT50;83;h;yes;acute
1;Crustaceans;LT50;8.3;d;no;
1;Crustaceans;LT50;8.3;h;no;
1;Crustaceans;LT50;83.2;h;yes;acute
1;Crustaceans;LT50;8.35;d;no;
1;Crustaceans;LT50;84;h;yes;acute
3;Crustaceans;LT50;84;mi;no;
1;Crustaceans;LT50;8.4;d;no;
1;Crustaceans;LT50;8.4;mi;no;
1;Crustaceans;LT50;8.458333333;d;no;
1;Crustaceans;LT50;84.72;h;yes;acute
1;Crustaceans;LT50;8.5;d;no;
1;Crustaceans;LT50;8.5;h;no;
1;Crustaceans;LT50;85.37;h;yes;acute
2;Crustaceans;LT50;86;h;yes;acute
1;Crustaceans;LT50;86.3;h;yes;acute
1;Crustaceans;LT50;87;h;yes;acute
1;Crustaceans;LT50;87.12;h;yes;acute
2;Crustaceans;LT50;8.75;d;no;
2;Crustaceans;LT50;88.1;h;yes;acute
1;Crustaceans;LT50;88.8;h;yes;acute
1;Crustaceans;LT50;8.9;d;no;
1;Crustaceans;LT50;89.1;h;yes;acute
3;Crustaceans;LT50;9;d;no;
1;Crustaceans;LT50;9;mi;no;
4;Crustaceans;LT50;90;h;yes;acute
2;Crustaceans;LT50;90;mi;no;
1;Crustaceans;LT50;90.19;h;yes;acute
1;Crustaceans;LT50;9.07;h;no;
2;Crustaceans;LT50;9.15;h;no;
1;Crustaceans;LT50;92;mi;no;
1;Crustaceans;LT50;92.2;h;yes;acute
1;Crustaceans;LT50;93;h;yes;acute
1;Crustaceans;LT50;9.3;d;no;
1;Crustaceans;LT50;9.3;h;no;
1;Crustaceans;LT50;94;h;yes;acute
1;Crustaceans;LT50;9.43;d;no;
1;Crustaceans;LT50;9.458333333;d;no;
1;Crustaceans;LT50;94.8;mi;no;
2;Crustaceans;LT50;95;h;yes;acute
1;Crustaceans;LT50;9.56;d;no;
1;Crustaceans;LT50;9.583333333;d;no;
14;Crustaceans;LT50;96;h;yes;acute
1;Crustaceans;LT50;96;mi;no;
1;Crustaceans;LT50;9.6;mi;no;
1;Crustaceans;LT50;9.7;h;no;
1;Crustaceans;LT50;97.17;h;yes;acute
2;Crustaceans;LT50;98;h;yes;acute
1;Crustaceans;LT50;9.8;d;no;
1;Crustaceans;LT50;9.8;h;no;
1;Crustaceans;LT50;98.09;h;yes;acute
1;Crustaceans;LT50;99;h;yes;acute
1;Crustaceans;LT50;99.2;h;yes;acute
39;Crustaceans;LT50;NR;d;no;
109;Crustaceans;LT50;NR;h;no;
12;Crustaceans;LT50;NR;mi;no;
1;Crustaceans;LT50/;120;h;yes;acute
5;Crustaceans;LT50/;32;d;no;
1;Crustaceans;LT50/;6.5;d;no;
1;Crustaceans;LT50/;7;d;yes;acute
1;Crustaceans;LT50/;72;h;yes;acute
1;Crustaceans;LT50/;96;h;yes;acute
1;Crustaceans;LT50*;10;d;no;
1;Crustaceans;LT50*;5.3;d;no;
1;Crustaceans;LT50*;5.8;d;no;
1;Crustaceans;LT50*;6.2;d;no;
1;Crustaceans;LT50*;6.3;d;no;
1;Crustaceans;LT50*;64;h;yes;acute
1;Crustaceans;LT50*;6.5;d;no;
1;Crustaceans;LT50*;72;h;yes;acute
1;Crustaceans;LT50*;7.3;d;no;
1;Crustaceans;LT90;5.849583333;d;no;
1;Crustaceans;LT90;7.13375;d;no;
1;Crustaceans;LT90;73.37;h;no;
1;Crustaceans;LT90;7.437083333;d;no;
1;Crustaceans;LT90;8.593333333;d;no;
5;Crustaceans;MATC;10;d;no;
3;Crustaceans;MATC;120;d;no;
1;Crustaceans;MATC;120;h;no;
66;Crustaceans;MATC;14;d;no;
1;Crustaceans;MATC;15;d;no;
2;Crustaceans;MATC;18;d;no;
157;Crustaceans;MATC;21;d;no;
1;Crustaceans;MATC;22;d;no;
5;Crustaceans;MATC;23;d;no;
26;Crustaceans;MATC;24;h;no;
16;Crustaceans;MATC;25;d;no;
1;Crustaceans;MATC;26;d;no;
1;Crustaceans;MATC;260;d;no;
1;Crustaceans;MATC;27;d;no;
69;Crustaceans;MATC;28;d;no;
4;Crustaceans;MATC;30;d;no;
6;Crustaceans;MATC;30;mi;no;
2;Crustaceans;MATC;31;d;no;
1;Crustaceans;MATC;32;d;no;
6;Crustaceans;MATC;33;d;no;
4;Crustaceans;MATC;35;d;no;
3;Crustaceans;MATC;38;d;no;
1;Crustaceans;MATC;40;d;no;
7;Crustaceans;MATC;42;d;no;
2;Crustaceans;MATC;43;d;no;
22;Crustaceans;MATC;48;h;no;
1;Crustaceans;MATC;50;d;no;
1;Crustaceans;MATC;56;d;no;
10;Crustaceans;MATC;6;d;no;
4;Crustaceans;MATC;60;d;no;
195;Crustaceans;MATC;7;d;no;
6;Crustaceans;MATC;72;h;no;
1;Crustaceans;MATC;75;d;no;
15;Crustaceans;MATC;8;d;no;
2;Crustaceans;MATC;80;d;no;
1;Crustaceans;MATC;90;mi;no;
1;Crustaceans;MATC;93;d;no;
129;Crustaceans;MATC;96;h;no;
29;Crustaceans;MATC;NR;d;no;
3;Crustaceans;MATC/;14;d;no;
2;Crustaceans;MATC/;21;d;no;
1;Crustaceans;MATC/;7;d;no;
2;Crustaceans;MATC/;8;d;no;
2;Crustaceans;MATR;28;d;no;
15;Crustaceans;NOEC;1;brd;no;
12;Crustaceans;NOEC;1;crs;no;
7;Crustaceans;NOEC;1;ge;no;
9;Crustaceans;NOEC;1;yr;yes;chronic
2;Crustaceans;NOEC;10;brd;no;
149;Crustaceans;NOEC;10;d;yes;chronic
1;Crustaceans;NOEC;10;dph;no;
3;Crustaceans;NOEC;10;h;no;
1;Crustaceans;NOEC;10;mi;no;
5;Crustaceans;NOEC;100;d;yes;chronic
3;Crustaceans;NOEC;100;mi;no;
1;Crustaceans;NOEC;100.8;h;no;
2;Crustaceans;NOEC;101;h;no;
1;Crustaceans;NOEC;10.26;d;yes;chronic
1;Crustaceans;NOEC;10.3;d;yes;chronic
1;Crustaceans;NOEC;103.44;h;no;
5;Crustaceans;NOEC;105;d;yes;chronic
2;Crustaceans;NOEC;108;h;no;
1;Crustaceans;NOEC;10.9;d;yes;chronic
20;Crustaceans;NOEC;11;d;yes;chronic
3;Crustaceans;NOEC;112;d;yes;chronic
1;Crustaceans;NOEC;112.8;h;no;
8;Crustaceans;NOEC;115;d;yes;chronic
1;Crustaceans;NOEC;115.2;h;no;
1;Crustaceans;NOEC;117.6;h;no;
7;Crustaceans;NOEC;119;d;yes;chronic
1;Crustaceans;NOEC;11.91;d;yes;chronic
33;Crustaceans;NOEC;12;d;yes;chronic
31;Crustaceans;NOEC;12;h;no;
7;Crustaceans;NOEC;120;d;yes;chronic
31;Crustaceans;NOEC;120;h;no;
12;Crustaceans;NOEC;120;mi;no;
1;Crustaceans;NOEC;12.33;d;yes;chronic
13;Crustaceans;NOEC;126;d;yes;chronic
20;Crustaceans;NOEC;13;d;yes;chronic
1;Crustaceans;NOEC;13;h;no;
2;Crustaceans;NOEC;130;d;yes;chronic
8;Crustaceans;NOEC;133;d;yes;chronic
289;Crustaceans;NOEC;14;d;yes;chronic
1;Crustaceans;NOEC;14;h;no;
1;Crustaceans;NOEC;14.44;d;yes;chronic
2;Crustaceans;NOEC;14.6;d;yes;chronic
1;Crustaceans;NOEC;147;d;yes;chronic
1;Crustaceans;NOEC;14.75;d;yes;chronic
25;Crustaceans;NOEC;15;d;yes;chronic
1;Crustaceans;NOEC;15;h;no;
3;Crustaceans;NOEC;15;mi;no;
2;Crustaceans;NOEC;154;d;yes;chronic
31;Crustaceans;NOEC;16;d;yes;chronic
45;Crustaceans;NOEC;16;h;no;
1;Crustaceans;NOEC;160;mi;no;
5;Crustaceans;NOEC;168;d;yes;chronic
7;Crustaceans;NOEC;16.8;h;no;
15;Crustaceans;NOEC;17;d;yes;chronic
32;Crustaceans;NOEC;18;d;yes;chronic
2;Crustaceans;NOEC;18;h;no;
15;Crustaceans;NOEC;180;mi;no;
1;Crustaceans;NOEC;18.1;d;yes;chronic
2;Crustaceans;NOEC;182;d;yes;chronic
1;Crustaceans;NOEC;18.6;d;yes;chronic
1;Crustaceans;NOEC;18.9;d;yes;chronic
26;Crustaceans;NOEC;19;d;yes;chronic
1;Crustaceans;NOEC;19.2;h;no;
16;Crustaceans;NOEC;2;brd;no;
2;Crustaceans;NOEC;2;crs;no;
7;Crustaceans;NOEC;2;ge;no;
1;Crustaceans;NOEC;2;yr;yes;chronic
47;Crustaceans;NOEC;20;d;yes;chronic
4;Crustaceans;NOEC;20;h;no;
1;Crustaceans;NOEC;20;mi;no;
1541;Crustaceans;NOEC;21;d;yes;chronic
2;Crustaceans;NOEC;21;h;no;
1;Crustaceans;NOEC;21.04166667;d;yes;chronic
1;Crustaceans;NOEC;21.07;d;yes;chronic
1;Crustaceans;NOEC;21.08333333;d;yes;chronic
13;Crustaceans;NOEC;22;d;yes;chronic
2;Crustaceans;NOEC;22;h;no;
1;Crustaceans;NOEC;22.66;d;yes;chronic
21;Crustaceans;NOEC;23;d;yes;chronic
1;Crustaceans;NOEC;23.6;h;no;
15;Crustaceans;NOEC;24;d;yes;chronic
420;Crustaceans;NOEC;24;h;no;
27;Crustaceans;NOEC;240;mi;no;
4;Crustaceans;NOEC;24.5;d;yes;chronic
1;Crustaceans;NOEC;249;d;yes;chronic
39;Crustaceans;NOEC;25;d;yes;chronic
2;Crustaceans;NOEC;25;h;no;
1;Crustaceans;NOEC;25.5;h;no;
10;Crustaceans;NOEC;26;d;yes;chronic
12;Crustaceans;NOEC;27;d;yes;chronic
339;Crustaceans;NOEC;28;d;yes;chronic
9;Crustaceans;NOEC;28;h;no;
1;Crustaceans;NOEC;28.5;h;no;
5;Crustaceans;NOEC;29;d;yes;chronic
3;Crustaceans;NOEC;294;d;yes;chronic
34;Crustaceans;NOEC;3;brd;no;
2;Crustaceans;NOEC;3;crs;no;
6;Crustaceans;NOEC;3;ge;no;
44;Crustaceans;NOEC;30;d;yes;chronic
1;Crustaceans;NOEC;30;h;no;
17;Crustaceans;NOEC;30;mi;no;
1;Crustaceans;NOEC;300;d;yes;chronic
4;Crustaceans;NOEC;300;mi;no;
15;Crustaceans;NOEC;31;d;yes;chronic
11;Crustaceans;NOEC;32;d;yes;chronic
5;Crustaceans;NOEC;329;d;yes;chronic
6;Crustaceans;NOEC;33;d;yes;chronic
1;Crustaceans;NOEC;33;mi;no;
10;Crustaceans;NOEC;34;d;yes;chronic
38;Crustaceans;NOEC;35;d;yes;chronic
6;Crustaceans;NOEC;357;d;yes;chronic
19;Crustaceans;NOEC;36;d;yes;chronic
5;Crustaceans;NOEC;36;h;no;
25;Crustaceans;NOEC;37;d;yes;chronic
2;Crustaceans;NOEC;38;d;yes;chronic
6;Crustaceans;NOEC;385;d;yes;chronic
2;Crustaceans;NOEC;39;d;yes;chronic
23;Crustaceans;NOEC;4;brd;no;
2;Crustaceans;NOEC;4;crs;no;
6;Crustaceans;NOEC;4;ge;no;
13;Crustaceans;NOEC;40;d;yes;chronic
3;Crustaceans;NOEC;40;h;no;
4;Crustaceans;NOEC;40;mi;no;
15;Crustaceans;NOEC;41;d;yes;chronic
65;Crustaceans;NOEC;42;d;yes;chronic
4;Crustaceans;NOEC;43;d;yes;chronic
2;Crustaceans;NOEC;44;d;yes;chronic
1;Crustaceans;NOEC;441;d;yes;chronic
8;Crustaceans;NOEC;45;d;yes;chronic
1;Crustaceans;NOEC;47;d;yes;chronic
4;Crustaceans;NOEC;48;d;yes;chronic
857;Crustaceans;NOEC;48;h;no;
11;Crustaceans;NOEC;5;brd;no;
1;Crustaceans;NOEC;5;crs;no;
4;Crustaceans;NOEC;5;ge;no;
4;Crustaceans;NOEC;5;mi;no;
21;Crustaceans;NOEC;50;d;yes;chronic
6;Crustaceans;NOEC;51;d;yes;chronic
2;Crustaceans;NOEC;52;d;yes;chronic
1;Crustaceans;NOEC;54;d;yes;chronic
5;Crustaceans;NOEC;55;d;yes;chronic
29;Crustaceans;NOEC;56;d;yes;chronic
1;Crustaceans;NOEC;58;d;yes;chronic
2;Crustaceans;NOEC;59;d;yes;chronic
1;Crustaceans;NOEC;5.9;d;no;
8;Crustaceans;NOEC;6;brd;no;
1;Crustaceans;NOEC;6;crs;no;
146;Crustaceans;NOEC;6;d;yes;chronic
38;Crustaceans;NOEC;6;h;no;
18;Crustaceans;NOEC;60;d;yes;chronic
2;Crustaceans;NOEC;60;h;no;
100;Crustaceans;NOEC;60;mi;no;
1;Crustaceans;NOEC;6.06;d;yes;chronic
15;Crustaceans;NOEC;62;d;yes;chronic
18;Crustaceans;NOEC;63;d;yes;chronic
1;Crustaceans;NOEC;63.38;h;no;
1;Crustaceans;NOEC;6.35;d;yes;chronic
1;Crustaceans;NOEC;6.4;d;yes;chronic
2;Crustaceans;NOEC;64.14;h;no;
1;Crustaceans;NOEC;65;h;no;
1;Crustaceans;NOEC;6.5;d;yes;chronic
1;Crustaceans;NOEC;66;d;yes;chronic
1;Crustaceans;NOEC;6.6;d;yes;chronic
2;Crustaceans;NOEC;67.13;h;no;
3;Crustaceans;NOEC;68;d;yes;chronic
23;Crustaceans;NOEC;69;d;yes;chronic
6;Crustaceans;NOEC;7;brd;no;
1;Crustaceans;NOEC;7;crs;no;
795;Crustaceans;NOEC;7;d;yes;chronic
20;Crustaceans;NOEC;70;d;yes;chronic
1;Crustaceans;NOEC;7.166666667;d;yes;chronic
103;Crustaceans;NOEC;72;h;no;
3;Crustaceans;NOEC;75;d;yes;chronic
14;Crustaceans;NOEC;77;d;yes;chronic
1;Crustaceans;NOEC;77;dph;no;
2;Crustaceans;NOEC;8;brd;no;
1;Crustaceans;NOEC;8;crs;no;
76;Crustaceans;NOEC;8;d;yes;chronic
4;Crustaceans;NOEC;8;h;no;
2;Crustaceans;NOEC;8;stg;no;
19;Crustaceans;NOEC;80;d;yes;chronic
1;Crustaceans;NOEC;8.17;d;yes;chronic
3;Crustaceans;NOEC;83;d;yes;chronic
12;Crustaceans;NOEC;84;d;yes;chronic
1;Crustaceans;NOEC;84;h;no;
1;Crustaceans;NOEC;8.4;d;yes;chronic
2;Crustaceans;NOEC;85.03;h;no;
1;Crustaceans;NOEC;8.64;d;yes;chronic
1;Crustaceans;NOEC;86.4;h;no;
15;Crustaceans;NOEC;88;h;no;
2;Crustaceans;NOEC;9;brd;no;
41;Crustaceans;NOEC;9;d;yes;chronic
1;Crustaceans;NOEC;9;h;no;
5;Crustaceans;NOEC;90;d;yes;chronic
2;Crustaceans;NOEC;90;mi;no;
1;Crustaceans;NOEC;91;d;yes;chronic
627;Crustaceans;NOEC;96;h;no;
1;Crustaceans;NOEC;97;d;yes;chronic
6;Crustaceans;NOEC;98;d;yes;chronic
1;Crustaceans;NOEC;9.83;d;yes;chronic
1;Crustaceans;NOEC;99;d;yes;chronic
1;Crustaceans;NOEC;99;h;no;
5;Crustaceans;NOEC;NR;brd;no;
241;Crustaceans;NOEC;NR;d;no;
42;Crustaceans;NOEC;NR;ge;no;
9;Crustaceans;NOEC;NR;h;no;
2;Crustaceans;NOEC;NR;ins;no;
6;Crustaceans;NOEC;NR;it;no;
3;Crustaceans;NOEC;NR;lf;no;
1;Crustaceans;NOEC;NR;lva;no;
2;Crustaceans;NOEC;NR;ma;no;
3;Crustaceans;NOEC;NR;pm;no;
6;Crustaceans;NOEC/;28;d;yes;chronic
38;Crustaceans;NOEC/;48;h;no;
14;Crustaceans;NOEC/;64;h;no;
8;Crustaceans;NOEC/;7;d;yes;chronic
3;Crustaceans;NOEC/;96;h;no;
4;Crustaceans;NOEL;1;crs;no;
13;Crustaceans;NOEL;1;dph;no;
2;Crustaceans;NOEL;1;dpm;no;
13;Crustaceans;NOEL;1;ge;no;
1;Crustaceans;NOEL;1;ins;no;
1;Crustaceans;NOEL;1;it;no;
34;Crustaceans;NOEL;10;d;yes;chronic
2;Crustaceans;NOEL;109;h;no;
4;Crustaceans;NOEL;11;d;yes;chronic
4;Crustaceans;NOEL;112;d;yes;chronic
